participantID,field,duration,subject_condition,graph_condition,group,question,time
s51078,Quantitative,841,no warning,truncated,B,11,11.163
s51078,Quantitative,841,no warning,control,B,12,16.884
s51078,Quantitative,841,no warning,truncated,B,13,11.625
s51078,Quantitative,841,no warning,control,B,14,13.347
s51078,Quantitative,841,no warning,truncated,B,15,10.325
s51078,Quantitative,841,no warning,control,B,16,11.275
s51078,Quantitative,841,no warning,truncated,B,17,14.989
s51078,Quantitative,841,no warning,control,B,18,9.316
s51078,Quantitative,841,no warning,truncated,B,19,18.519
s51078,Quantitative,841,no warning,control,B,20,13.318
s51078,Quantitative,841,no warning,truncated,B,21,11.867
s51078,Quantitative,841,no warning,control,B,22,8.225
s51078,Quantitative,841,no warning,truncated,B,23,11.533
s51078,Quantitative,841,no warning,control,B,24,12.378
s51078,Quantitative,841,no warning,truncated,B,25,12.529
s51078,Quantitative,841,no warning,control,B,26,10.012
s51078,Quantitative,841,no warning,truncated,B,27,17.479
s51078,Quantitative,841,no warning,control,B,28,9.349
s51078,Quantitative,841,no warning,truncated,B,29,14.445
s51078,Quantitative,841,no warning,control,B,30,10.831
s51078,Quantitative,841,no warning,truncated,B,31,8.701
s51078,Quantitative,841,no warning,control,B,32,8.545
s51078,Quantitative,841,no warning,truncated,B,33,10.492
s51078,Quantitative,841,no warning,control,B,34,12.092
s51078,Quantitative,841,no warning,truncated,B,35,9.44
s51078,Quantitative,841,no warning,control,B,36,10.09
s51078,Quantitative,841,no warning,truncated,B,37,10.291
s51078,Quantitative,841,no warning,control,B,38,18.65
s51078,Quantitative,841,no warning,truncated,B,39,14.13
s51078,Quantitative,841,no warning,control,B,40,9.698
s51079,Quantitative,1557,warning,NA,A,instructions,14.418
s51079,Quantitative,1557,warning,control,A,1,26.434
s51079,Quantitative,1557,warning,truncated,A,2,27.917
s51079,Quantitative,1557,warning,control,A,3,10.827
s51079,Quantitative,1557,warning,truncated,A,4,23.333
s51079,Quantitative,1557,warning,control,A,5,30.132
s51079,Quantitative,1557,warning,truncated,A,6,20.405
s51079,Quantitative,1557,warning,control,A,7,12.982
s51079,Quantitative,1557,warning,truncated,A,8,16.584
s51079,Quantitative,1557,warning,control,A,9,16.589
s51079,Quantitative,1557,warning,truncated,A,10,19.725
s51079,Quantitative,1557,warning,control,A,11,19.996
s51079,Quantitative,1557,warning,truncated,A,12,44.517
s51079,Quantitative,1557,warning,control,A,13,22.607
s51079,Quantitative,1557,warning,truncated,A,14,29.917
s51079,Quantitative,1557,warning,control,A,15,17.51
s51079,Quantitative,1557,warning,truncated,A,16,22.281
s51079,Quantitative,1557,warning,control,A,17,26.624
s51079,Quantitative,1557,warning,truncated,A,18,25.836
s51079,Quantitative,1557,warning,control,A,19,23.215
s51079,Quantitative,1557,warning,truncated,A,20,43.868
s51079,Quantitative,1557,warning,control,A,21,17.856
s51079,Quantitative,1557,warning,truncated,A,22,21.081
s51079,Quantitative,1557,warning,control,A,23,20.004
s51079,Quantitative,1557,warning,truncated,A,24,17.106
s51079,Quantitative,1557,warning,control,A,25,25.354
s51079,Quantitative,1557,warning,truncated,A,26,12.019
s51079,Quantitative,1557,warning,control,A,27,13.073
s51079,Quantitative,1557,warning,truncated,A,28,24.273
s51079,Quantitative,1557,warning,control,A,29,16.668
s51079,Quantitative,1557,warning,truncated,A,30,9.027
s51079,Quantitative,1557,warning,control,A,31,15.205
s51079,Quantitative,1557,warning,truncated,A,32,14.881
s51079,Quantitative,1557,warning,control,A,33,12.469
s51079,Quantitative,1557,warning,truncated,A,34,32.851
s51079,Quantitative,1557,warning,control,A,35,16.832
s51079,Quantitative,1557,warning,truncated,A,36,17.338
s51079,Quantitative,1557,warning,control,A,37,25.947
s51079,Quantitative,1557,warning,truncated,A,38,35.39
s51079,Quantitative,1557,warning,control,A,39,16.042
s51079,Quantitative,1557,warning,truncated,A,40,11.732
s51080,Quantitative,763,no warning,NA,A,instructions,4.863
s51080,Quantitative,763,no warning,control,A,1,12.37
s51080,Quantitative,763,no warning,truncated,A,2,11.537
s51080,Quantitative,763,no warning,control,A,3,8.633
s51080,Quantitative,763,no warning,truncated,A,4,8.012
s51080,Quantitative,763,no warning,control,A,5,12.774
s51080,Quantitative,763,no warning,truncated,A,6,9.192
s51080,Quantitative,763,no warning,control,A,7,11.813
s51080,Quantitative,763,no warning,truncated,A,8,22.518
s51080,Quantitative,763,no warning,control,A,9,14.804
s51080,Quantitative,763,no warning,truncated,A,10,14.435
s51080,Quantitative,763,no warning,control,A,11,16.69
s51080,Quantitative,763,no warning,truncated,A,12,19.034
s51080,Quantitative,763,no warning,control,A,13,9.255
s51080,Quantitative,763,no warning,truncated,A,14,15.682
s51080,Quantitative,763,no warning,control,A,15,17.911
s51080,Quantitative,763,no warning,truncated,A,16,11.368
s51080,Quantitative,763,no warning,control,A,17,7.927
s51080,Quantitative,763,no warning,truncated,A,18,10.646
s51080,Quantitative,763,no warning,control,A,19,18.283
s51080,Quantitative,763,no warning,truncated,A,20,19.436
s51080,Quantitative,763,no warning,control,A,21,11.511
s51080,Quantitative,763,no warning,truncated,A,22,12.642
s51080,Quantitative,763,no warning,control,A,23,13.492
s51080,Quantitative,763,no warning,truncated,A,24,15.086
s51080,Quantitative,763,no warning,control,A,25,9.456
s51080,Quantitative,763,no warning,truncated,A,26,9.518
s51080,Quantitative,763,no warning,control,A,27,13.059
s51080,Quantitative,763,no warning,truncated,A,28,10.32
s51080,Quantitative,763,no warning,control,A,29,10.141
s51080,Quantitative,763,no warning,truncated,A,30,11.737
s51080,Quantitative,763,no warning,control,A,31,8.928
s51080,Quantitative,763,no warning,truncated,A,32,9.858
s51080,Quantitative,763,no warning,control,A,33,7.515
s51080,Quantitative,763,no warning,truncated,A,34,16.752
s51080,Quantitative,763,no warning,control,A,35,12.4
s51080,Quantitative,763,no warning,truncated,A,36,18.995
s51080,Quantitative,763,no warning,control,A,37,13.558
s51080,Quantitative,763,no warning,truncated,A,38,16.07
s51080,Quantitative,763,no warning,control,A,39,6.008
s51080,Quantitative,763,no warning,truncated,A,40,18.104
s51081,Quantitative,921,warning,NA,B,instructions,14.73
s51081,Quantitative,921,warning,truncated,B,1,9.352
s51081,Quantitative,921,warning,control,B,2,25.036
s51081,Quantitative,921,warning,truncated,B,3,13.861
s51081,Quantitative,921,warning,control,B,4,12.062
s51081,Quantitative,921,warning,truncated,B,5,16.456
s51081,Quantitative,921,warning,control,B,6,11.812
s51081,Quantitative,921,warning,truncated,B,7,11
s51081,Quantitative,921,warning,control,B,8,12.027
s51081,Quantitative,921,warning,truncated,B,9,11.43
s51081,Quantitative,921,warning,control,B,10,8.465
s51081,Quantitative,921,warning,truncated,B,11,9.9
s51081,Quantitative,921,warning,control,B,12,11.644
s51081,Quantitative,921,warning,truncated,B,13,18.915
s51081,Quantitative,921,warning,control,B,14,14.866
s51081,Quantitative,921,warning,truncated,B,15,8.355
s51081,Quantitative,921,warning,control,B,16,16.454
s51081,Quantitative,921,warning,truncated,B,17,15.007
s51081,Quantitative,921,warning,control,B,18,25.739
s51081,Quantitative,921,warning,truncated,B,19,15.377
s51081,Quantitative,921,warning,control,B,20,11.06
s51081,Quantitative,921,warning,truncated,B,21,14.684
s51081,Quantitative,921,warning,control,B,22,14.239
s51081,Quantitative,921,warning,truncated,B,23,24.959
s51081,Quantitative,921,warning,control,B,24,15.357
s51081,Quantitative,921,warning,truncated,B,25,12.746
s51081,Quantitative,921,warning,control,B,26,9.314
s51081,Quantitative,921,warning,truncated,B,27,17.577
s51081,Quantitative,921,warning,control,B,28,18.273
s51081,Quantitative,921,warning,truncated,B,29,22.767
s51081,Quantitative,921,warning,control,B,30,20.803
s51081,Quantitative,921,warning,truncated,B,31,11.525
s51081,Quantitative,921,warning,control,B,32,13.299
s51081,Quantitative,921,warning,truncated,B,33,17.307
s51081,Quantitative,921,warning,control,B,34,16.032
s51081,Quantitative,921,warning,truncated,B,35,14.235
s51081,Quantitative,921,warning,control,B,36,11.319
s51081,Quantitative,921,warning,truncated,B,37,12.798
s51081,Quantitative,921,warning,control,B,38,22.726
s51081,Quantitative,921,warning,truncated,B,39,14.872
s51081,Quantitative,921,warning,control,B,40,13.543
s51082,Quantitative,73990,no warning,NA,A,instructions,32.415
s51082,Quantitative,73990,no warning,control,A,1,31.502
s51082,Quantitative,73990,no warning,truncated,A,2,64.95
s51082,Quantitative,73990,no warning,control,A,3,17.175
s51082,Quantitative,73990,no warning,truncated,A,4,37.739
s51082,Quantitative,73990,no warning,control,A,5,29.795
s51082,Quantitative,73990,no warning,truncated,A,6,17.024
s51082,Quantitative,73990,no warning,control,A,7,30.614
s51082,Quantitative,73990,no warning,truncated,A,8,30.107
s51082,Quantitative,73990,no warning,control,A,9,30.063
s51082,Quantitative,73990,no warning,truncated,A,10,59.305
s51082,Quantitative,73990,no warning,control,A,11,12.746
s51082,Quantitative,73990,no warning,truncated,A,12,11.304
s51082,Quantitative,73990,no warning,control,A,13,65.872
s51082,Quantitative,73990,no warning,truncated,A,14,22.215
s51082,Quantitative,73990,no warning,control,A,15,43.995
s51082,Quantitative,73990,no warning,truncated,A,16,20.819
s51082,Quantitative,73990,no warning,control,A,17,21.889
s51082,Quantitative,73990,no warning,truncated,A,18,36.243
s51082,Quantitative,73990,no warning,control,A,19,17.063
s51082,Quantitative,73990,no warning,truncated,A,20,50.802
s51082,Quantitative,73990,no warning,control,A,21,17.826
s51082,Quantitative,73990,no warning,truncated,A,22,25.557
s51082,Quantitative,73990,no warning,control,A,23,15.778
s51082,Quantitative,73990,no warning,truncated,A,24,15.664
s51082,Quantitative,73990,no warning,control,A,25,45.982
s51082,Quantitative,73990,no warning,truncated,A,26,43.597
s51082,Quantitative,73990,no warning,control,A,27,19.606
s51082,Quantitative,73990,no warning,truncated,A,28,28.216
s51082,Quantitative,73990,no warning,control,A,29,7.198
s51082,Quantitative,73990,no warning,truncated,A,30,28.324
s51082,Quantitative,73990,no warning,control,A,31,21.923
s51082,Quantitative,73990,no warning,truncated,A,32,11.431
s51082,Quantitative,73990,no warning,control,A,33,33.7
s51082,Quantitative,73990,no warning,truncated,A,34,21.866
s51082,Quantitative,73990,no warning,control,A,35,11.532
s51082,Quantitative,73990,no warning,truncated,A,36,20.956
s51082,Quantitative,73990,no warning,control,A,37,13.7
s51082,Quantitative,73990,no warning,truncated,A,38,80.94
s51082,Quantitative,73990,no warning,control,A,39,11.879
s51082,Quantitative,73990,no warning,truncated,A,40,31.91
s51083,Quantitative,752,no warning,NA,B,instructions,3.473
s51083,Quantitative,752,no warning,truncated,B,1,3.683
s51083,Quantitative,752,no warning,control,B,2,9.581
s51083,Quantitative,752,no warning,truncated,B,3,2.913
s51083,Quantitative,752,no warning,control,B,4,2.788
s51083,Quantitative,752,no warning,truncated,B,5,9.232
s51083,Quantitative,752,no warning,control,B,6,2.299
s51083,Quantitative,752,no warning,truncated,B,7,2.836
s51083,Quantitative,752,no warning,control,B,8,2.852
s51083,Quantitative,752,no warning,truncated,B,9,1.581
s51083,Quantitative,752,no warning,control,B,10,6.367
s51083,Quantitative,752,no warning,truncated,B,11,2.393
s51083,Quantitative,752,no warning,control,B,12,2.411
s51083,Quantitative,752,no warning,truncated,B,13,5.23
s51083,Quantitative,752,no warning,control,B,14,8.899
s51083,Quantitative,752,no warning,truncated,B,15,7.672
s51083,Quantitative,752,no warning,control,B,16,7.813
s51083,Quantitative,752,no warning,truncated,B,17,3.947
s51083,Quantitative,752,no warning,control,B,18,3.043
s51083,Quantitative,752,no warning,truncated,B,19,1.958
s51083,Quantitative,752,no warning,control,B,20,2.113
s51083,Quantitative,752,no warning,truncated,B,21,359.632
s51083,Quantitative,752,no warning,control,B,22,3.518
s51083,Quantitative,752,no warning,truncated,B,23,2.437
s51083,Quantitative,752,no warning,control,B,24,2.054
s51083,Quantitative,752,no warning,truncated,B,25,6.161
s51083,Quantitative,752,no warning,control,B,26,2.411
s51083,Quantitative,752,no warning,truncated,B,27,3.553
s51083,Quantitative,752,no warning,control,B,28,2.333
s51083,Quantitative,752,no warning,truncated,B,29,1.949
s51083,Quantitative,752,no warning,control,B,30,4.138
s51083,Quantitative,752,no warning,truncated,B,31,2.827
s51083,Quantitative,752,no warning,control,B,32,3.039
s51083,Quantitative,752,no warning,truncated,B,33,1.825
s51083,Quantitative,752,no warning,control,B,34,7.66
s51083,Quantitative,752,no warning,truncated,B,35,2.647
s51083,Quantitative,752,no warning,control,B,36,2.446
s51083,Quantitative,752,no warning,truncated,B,37,2.621
s51083,Quantitative,752,no warning,control,B,38,2.144
s51083,Quantitative,752,no warning,truncated,B,39,2.193
s51083,Quantitative,752,no warning,control,B,40,1.894
s51084,Quantitative,1116,no warning,NA,A,instructions,8.09
s51084,Quantitative,1116,no warning,control,A,1,11.009
s51084,Quantitative,1116,no warning,truncated,A,2,18.327
s51084,Quantitative,1116,no warning,control,A,3,16.7
s51084,Quantitative,1116,no warning,truncated,A,4,13.48
s51084,Quantitative,1116,no warning,control,A,5,20.954
s51084,Quantitative,1116,no warning,truncated,A,6,19.966
s51084,Quantitative,1116,no warning,control,A,7,9.832
s51084,Quantitative,1116,no warning,truncated,A,8,16.446
s51084,Quantitative,1116,no warning,control,A,9,16.081
s51084,Quantitative,1116,no warning,truncated,A,10,12.523
s51084,Quantitative,1116,no warning,control,A,11,11.64
s51084,Quantitative,1116,no warning,truncated,A,12,14.928
s51084,Quantitative,1116,no warning,control,A,13,14.178
s51084,Quantitative,1116,no warning,truncated,A,14,16
s51084,Quantitative,1116,no warning,control,A,15,16.321
s51084,Quantitative,1116,no warning,truncated,A,16,8.47
s51084,Quantitative,1116,no warning,control,A,17,15.166
s51084,Quantitative,1116,no warning,truncated,A,18,11.8
s51084,Quantitative,1116,no warning,control,A,19,11.858
s51084,Quantitative,1116,no warning,truncated,A,20,18.016
s51084,Quantitative,1116,no warning,control,A,21,16.983
s51084,Quantitative,1116,no warning,truncated,A,22,21.27
s51084,Quantitative,1116,no warning,control,A,23,16.174
s51084,Quantitative,1116,no warning,truncated,A,24,11.619
s51084,Quantitative,1116,no warning,control,A,25,16.885
s51084,Quantitative,1116,no warning,truncated,A,26,15.694
s51084,Quantitative,1116,no warning,control,A,27,15.031
s51084,Quantitative,1116,no warning,truncated,A,28,13.148
s51084,Quantitative,1116,no warning,control,A,29,17.714
s51084,Quantitative,1116,no warning,truncated,A,30,15.649
s51084,Quantitative,1116,no warning,control,A,31,16.505
s51084,Quantitative,1116,no warning,truncated,A,32,11.254
s51084,Quantitative,1116,no warning,control,A,33,20.735
s51084,Quantitative,1116,no warning,truncated,A,34,17.002
s51084,Quantitative,1116,no warning,control,A,35,22.076
s51084,Quantitative,1116,no warning,truncated,A,36,17.43
s51084,Quantitative,1116,no warning,control,A,37,18.787
s51084,Quantitative,1116,no warning,truncated,A,38,16.828
s51084,Quantitative,1116,no warning,control,A,39,19.675
s51084,Quantitative,1116,no warning,truncated,A,40,21.187
s51085,Quantitative,899,warning,NA,B,instructions,26.615
s51085,Quantitative,899,warning,truncated,B,1,7.5
s51085,Quantitative,899,warning,control,B,2,18.857
s51085,Quantitative,899,warning,truncated,B,3,8.756
s51085,Quantitative,899,warning,control,B,4,8.112
s51085,Quantitative,899,warning,truncated,B,5,13.261
s51085,Quantitative,899,warning,control,B,6,7.887
s51085,Quantitative,899,warning,truncated,B,7,8.297
s51085,Quantitative,899,warning,control,B,8,11.81
s51085,Quantitative,899,warning,truncated,B,9,7.867
s51085,Quantitative,899,warning,control,B,10,6.907
s51085,Quantitative,899,warning,truncated,B,11,8.273
s51085,Quantitative,899,warning,control,B,12,20.558
s51085,Quantitative,899,warning,truncated,B,13,9.617
s51085,Quantitative,899,warning,control,B,14,11.438
s51085,Quantitative,899,warning,truncated,B,15,19.796
s51085,Quantitative,899,warning,control,B,16,11.959
s51085,Quantitative,899,warning,truncated,B,17,11.525
s51085,Quantitative,899,warning,control,B,18,33.601
s51085,Quantitative,899,warning,truncated,B,19,11.165
s51085,Quantitative,899,warning,control,B,20,18.263
s51085,Quantitative,899,warning,truncated,B,21,11.333
s51085,Quantitative,899,warning,control,B,22,7.899
s51085,Quantitative,899,warning,truncated,B,23,7.158
s51085,Quantitative,899,warning,control,B,24,15.744
s51085,Quantitative,899,warning,truncated,B,25,14.849
s51085,Quantitative,899,warning,control,B,26,9.736
s51085,Quantitative,899,warning,truncated,B,27,6.017
s51085,Quantitative,899,warning,control,B,28,13.173
s51085,Quantitative,899,warning,truncated,B,29,9.363
s51085,Quantitative,899,warning,control,B,30,12.472
s51085,Quantitative,899,warning,truncated,B,31,10.972
s51085,Quantitative,899,warning,control,B,32,5.275
s51085,Quantitative,899,warning,truncated,B,33,33.786
s51085,Quantitative,899,warning,control,B,34,6.733
s51085,Quantitative,899,warning,truncated,B,35,10.239
s51085,Quantitative,899,warning,control,B,36,8.816
s51085,Quantitative,899,warning,truncated,B,37,10.114
s51085,Quantitative,899,warning,control,B,38,12.007
s51085,Quantitative,899,warning,truncated,B,39,5.854
s51085,Quantitative,899,warning,control,B,40,9.281
s51086,Quantitative,1449,no warning,NA,A,instructions,10.257
s51086,Quantitative,1449,no warning,control,A,1,16.71
s51086,Quantitative,1449,no warning,truncated,A,2,24.565
s51086,Quantitative,1449,no warning,control,A,3,11.356
s51086,Quantitative,1449,no warning,truncated,A,4,16.448
s51086,Quantitative,1449,no warning,control,A,5,21.41
s51086,Quantitative,1449,no warning,truncated,A,6,15.46
s51086,Quantitative,1449,no warning,control,A,7,12.211
s51086,Quantitative,1449,no warning,truncated,A,8,12.576
s51086,Quantitative,1449,no warning,control,A,9,29.112
s51086,Quantitative,1449,no warning,truncated,A,10,11.582
s51086,Quantitative,1449,no warning,control,A,11,14.976
s51086,Quantitative,1449,no warning,truncated,A,12,33.899
s51086,Quantitative,1449,no warning,control,A,13,13.191
s51086,Quantitative,1449,no warning,truncated,A,14,18.269
s51086,Quantitative,1449,no warning,control,A,15,21.431
s51086,Quantitative,1449,no warning,truncated,A,16,19.352
s51086,Quantitative,1449,no warning,control,A,17,15.276
s51086,Quantitative,1449,no warning,truncated,A,18,22.443
s51086,Quantitative,1449,no warning,control,A,19,25.705
s51086,Quantitative,1449,no warning,truncated,A,20,31.342
s51086,Quantitative,1449,no warning,control,A,21,19.919
s51086,Quantitative,1449,no warning,truncated,A,22,19.977
s51086,Quantitative,1449,no warning,control,A,23,12.91
s51086,Quantitative,1449,no warning,truncated,A,24,16.165
s51086,Quantitative,1449,no warning,control,A,25,16.163
s51086,Quantitative,1449,no warning,truncated,A,26,20.279
s51086,Quantitative,1449,no warning,control,A,27,19.715
s51086,Quantitative,1449,no warning,truncated,A,28,11.254
s51086,Quantitative,1449,no warning,control,A,29,12.337
s51086,Quantitative,1449,no warning,truncated,A,30,22.926
s51086,Quantitative,1449,no warning,control,A,31,10.33
s51086,Quantitative,1449,no warning,truncated,A,32,14.357
s51086,Quantitative,1449,no warning,control,A,33,15.923
s51086,Quantitative,1449,no warning,truncated,A,34,32.516
s51086,Quantitative,1449,no warning,control,A,35,14.081
s51086,Quantitative,1449,no warning,truncated,A,36,19.86
s51086,Quantitative,1449,no warning,control,A,37,11.78
s51086,Quantitative,1449,no warning,truncated,A,38,26.328
s51086,Quantitative,1449,no warning,control,A,39,17.651
s51086,Quantitative,1449,no warning,truncated,A,40,11.683
s51087,Quantitative,706,warning,NA,B,instructions,28.218
s51087,Quantitative,706,warning,truncated,B,1,6.425
s51087,Quantitative,706,warning,control,B,2,4.829
s51087,Quantitative,706,warning,truncated,B,3,3.479
s51087,Quantitative,706,warning,control,B,4,8.601
s51087,Quantitative,706,warning,truncated,B,5,7.061
s51087,Quantitative,706,warning,control,B,6,5.839
s51087,Quantitative,706,warning,truncated,B,7,6.11
s51087,Quantitative,706,warning,control,B,8,6.563
s51087,Quantitative,706,warning,truncated,B,9,5.641
s51087,Quantitative,706,warning,control,B,10,9.037
s51087,Quantitative,706,warning,truncated,B,11,4.946
s51087,Quantitative,706,warning,control,B,12,10.418
s51087,Quantitative,706,warning,truncated,B,13,8.541
s51087,Quantitative,706,warning,control,B,14,56.141
s51087,Quantitative,706,warning,truncated,B,15,7.8
s51087,Quantitative,706,warning,control,B,16,10.278
s51087,Quantitative,706,warning,truncated,B,17,7.564
s51087,Quantitative,706,warning,control,B,18,3.882
s51087,Quantitative,706,warning,truncated,B,19,17.11
s51087,Quantitative,706,warning,control,B,20,9.705
s51087,Quantitative,706,warning,truncated,B,21,3.337
s51087,Quantitative,706,warning,control,B,22,6.1
s51087,Quantitative,706,warning,truncated,B,23,22.15
s51087,Quantitative,706,warning,control,B,24,5.158
s51087,Quantitative,706,warning,truncated,B,25,6.046
s51087,Quantitative,706,warning,control,B,26,3.233
s51087,Quantitative,706,warning,truncated,B,27,26.926
s51087,Quantitative,706,warning,control,B,28,8.598
s51087,Quantitative,706,warning,truncated,B,29,8.254
s51087,Quantitative,706,warning,control,B,30,9.163
s51087,Quantitative,706,warning,truncated,B,31,6.323
s51087,Quantitative,706,warning,control,B,32,8.801
s51087,Quantitative,706,warning,truncated,B,33,7.337
s51087,Quantitative,706,warning,control,B,34,17.671
s51087,Quantitative,706,warning,truncated,B,35,7.048
s51087,Quantitative,706,warning,control,B,36,8.026
s51087,Quantitative,706,warning,truncated,B,37,8.696
s51087,Quantitative,706,warning,control,B,38,9.258
s51087,Quantitative,706,warning,truncated,B,39,4.984
s51087,Quantitative,706,warning,control,B,40,4.323
s51088,Quantitative,754,no warning,NA,A,instructions,9.414
s51088,Quantitative,754,no warning,control,A,1,9.565
s51088,Quantitative,754,no warning,truncated,A,2,7.628
s51088,Quantitative,754,no warning,control,A,3,5.385
s51088,Quantitative,754,no warning,truncated,A,4,11.232
s51088,Quantitative,754,no warning,control,A,5,10.62
s51088,Quantitative,754,no warning,truncated,A,6,5.034
s51088,Quantitative,754,no warning,control,A,7,8.558
s51088,Quantitative,754,no warning,truncated,A,8,6.426
s51088,Quantitative,754,no warning,control,A,9,10.758
s51088,Quantitative,754,no warning,truncated,A,10,5.633
s51088,Quantitative,754,no warning,control,A,11,4.741
s51088,Quantitative,754,no warning,truncated,A,12,12.635
s51088,Quantitative,754,no warning,control,A,13,5.324
s51088,Quantitative,754,no warning,truncated,A,14,7.608
s51088,Quantitative,754,no warning,control,A,15,6.667
s51088,Quantitative,754,no warning,truncated,A,16,7.264
s51088,Quantitative,754,no warning,control,A,17,4.485
s51088,Quantitative,754,no warning,truncated,A,18,9.008
s51088,Quantitative,754,no warning,control,A,19,6.135
s51088,Quantitative,754,no warning,truncated,A,20,6.853
s51088,Quantitative,754,no warning,control,A,21,13.667
s51088,Quantitative,754,no warning,truncated,A,22,5.867
s51088,Quantitative,754,no warning,control,A,23,9.377
s51088,Quantitative,754,no warning,truncated,A,24,9.572
s51088,Quantitative,754,no warning,control,A,25,5.188
s51088,Quantitative,754,no warning,truncated,A,26,4.831
s51088,Quantitative,754,no warning,control,A,27,6.018
s51088,Quantitative,754,no warning,truncated,A,28,5.569
s51088,Quantitative,754,no warning,control,A,29,7.256
s51088,Quantitative,754,no warning,truncated,A,30,6.684
s51088,Quantitative,754,no warning,control,A,31,7.589
s51088,Quantitative,754,no warning,truncated,A,32,5.311
s51088,Quantitative,754,no warning,control,A,33,11.091
s51088,Quantitative,754,no warning,truncated,A,34,9.9
s51088,Quantitative,754,no warning,control,A,35,8.375
s51088,Quantitative,754,no warning,truncated,A,36,4.945
s51088,Quantitative,754,no warning,control,A,37,6.188
s51088,Quantitative,754,no warning,truncated,A,38,6.901
s51088,Quantitative,754,no warning,control,A,39,5.496
s51088,Quantitative,754,no warning,truncated,A,40,4.986
s51089,Quantitative,1281,warning,NA,B,instructions,192.935
s51089,Quantitative,1281,warning,truncated,B,1,11.788
s51089,Quantitative,1281,warning,control,B,2,11.281
s51089,Quantitative,1281,warning,truncated,B,3,13.954
s51089,Quantitative,1281,warning,control,B,4,7.725
s51089,Quantitative,1281,warning,truncated,B,5,8.748
s51089,Quantitative,1281,warning,control,B,6,7.459
s51089,Quantitative,1281,warning,truncated,B,7,9.572
s51089,Quantitative,1281,warning,control,B,8,7.037
s51089,Quantitative,1281,warning,truncated,B,9,8.134
s51089,Quantitative,1281,warning,control,B,10,15.093
s51089,Quantitative,1281,warning,truncated,B,11,10.76
s51089,Quantitative,1281,warning,control,B,12,29.321
s51089,Quantitative,1281,warning,truncated,B,13,15.83
s51089,Quantitative,1281,warning,control,B,14,10.494
s51089,Quantitative,1281,warning,truncated,B,15,11.131
s51089,Quantitative,1281,warning,control,B,16,11.441
s51089,Quantitative,1281,warning,truncated,B,17,9.766
s51089,Quantitative,1281,warning,control,B,18,11.402
s51089,Quantitative,1281,warning,truncated,B,19,10.84
s51089,Quantitative,1281,warning,control,B,20,9.593
s51089,Quantitative,1281,warning,truncated,B,21,22.268
s51089,Quantitative,1281,warning,control,B,22,8.042
s51089,Quantitative,1281,warning,truncated,B,23,11.828
s51089,Quantitative,1281,warning,control,B,24,14.031
s51089,Quantitative,1281,warning,truncated,B,25,18.8
s51089,Quantitative,1281,warning,control,B,26,8.128
s51089,Quantitative,1281,warning,truncated,B,27,6.898
s51089,Quantitative,1281,warning,control,B,28,11.499
s51089,Quantitative,1281,warning,truncated,B,29,17.72
s51089,Quantitative,1281,warning,control,B,30,9.787
s51089,Quantitative,1281,warning,truncated,B,31,6.825
s51089,Quantitative,1281,warning,control,B,32,16.268
s51089,Quantitative,1281,warning,truncated,B,33,9.952
s51089,Quantitative,1281,warning,control,B,34,11.538
s51089,Quantitative,1281,warning,truncated,B,35,9.547
s51089,Quantitative,1281,warning,control,B,36,11.73
s51089,Quantitative,1281,warning,truncated,B,37,10.031
s51089,Quantitative,1281,warning,control,B,38,15.034
s51089,Quantitative,1281,warning,truncated,B,39,8.437
s51089,Quantitative,1281,warning,control,B,40,10.959
s51090,Quantitative,740,no warning,NA,A,instructions,11.336
s51090,Quantitative,740,no warning,control,A,1,7.333
s51090,Quantitative,740,no warning,truncated,A,2,8.517
s51090,Quantitative,740,no warning,control,A,3,7.86
s51090,Quantitative,740,no warning,truncated,A,4,7.85
s51090,Quantitative,740,no warning,control,A,5,8.149
s51090,Quantitative,740,no warning,truncated,A,6,5.177
s51090,Quantitative,740,no warning,control,A,7,6.635
s51090,Quantitative,740,no warning,truncated,A,8,6.837
s51090,Quantitative,740,no warning,control,A,9,7.749
s51090,Quantitative,740,no warning,truncated,A,10,6.45
s51090,Quantitative,740,no warning,control,A,11,7.961
s51090,Quantitative,740,no warning,truncated,A,12,6.556
s51090,Quantitative,740,no warning,control,A,13,6.541
s51090,Quantitative,740,no warning,truncated,A,14,7.598
s51090,Quantitative,740,no warning,control,A,15,6.07
s51090,Quantitative,740,no warning,truncated,A,16,4.873
s51090,Quantitative,740,no warning,control,A,17,8.923
s51090,Quantitative,740,no warning,truncated,A,18,9.775
s51090,Quantitative,740,no warning,control,A,19,12.189
s51090,Quantitative,740,no warning,truncated,A,20,9.397
s51090,Quantitative,740,no warning,control,A,21,9.629
s51090,Quantitative,740,no warning,truncated,A,22,4.952
s51090,Quantitative,740,no warning,control,A,23,5.965
s51090,Quantitative,740,no warning,truncated,A,24,73.259
s51090,Quantitative,740,no warning,control,A,25,8.647
s51090,Quantitative,740,no warning,truncated,A,26,6.043
s51090,Quantitative,740,no warning,control,A,27,6.376
s51090,Quantitative,740,no warning,truncated,A,28,5.132
s51090,Quantitative,740,no warning,control,A,29,8.353
s51090,Quantitative,740,no warning,truncated,A,30,11.266
s51090,Quantitative,740,no warning,control,A,31,7.706
s51090,Quantitative,740,no warning,truncated,A,32,4.059
s51090,Quantitative,740,no warning,control,A,33,4.724
s51090,Quantitative,740,no warning,truncated,A,34,9.413
