participantid,session,duration,subject_condition,graph_condition,group,question,time
s41028,2,1006,no warning,control,2A,33,11.352
s41028,2,1006,no warning,truncated,2A,34,11.072
s41028,2,1006,no warning,control,2A,35,14.26
s41028,2,1006,no warning,truncated,2A,36,74.333
s41028,2,1006,no warning,control,2A,37,12.935
s41028,2,1006,no warning,truncated,2A,38,8.072
s41028,2,1006,no warning,control,2A,39,11.265
s41028,2,1006,no warning,truncated,2A,40,11.583
s41029,1,609,no warning,control,2A,1,24.671
s41029,1,609,no warning,truncated,2A,2,6.853
s41029,1,609,no warning,control,2A,3,9.879
s41029,1,609,no warning,truncated,2A,4,7.635
s41029,1,609,no warning,control,2A,5,9.022
s41029,1,609,no warning,truncated,2A,6,10.704
s41029,1,609,no warning,control,2A,7,8.398
s41029,1,609,no warning,truncated,2A,8,9.111
s41029,1,609,no warning,control,2A,9,9.714
s41029,1,609,no warning,truncated,2A,10,10.825
s41029,1,609,no warning,control,2A,11,8.343
s41029,1,609,no warning,truncated,2A,12,9.809
s41029,1,609,no warning,control,2A,13,10.662
s41029,1,609,no warning,truncated,2A,14,10.412
s41029,1,609,no warning,control,2A,15,14.192
s41029,1,609,no warning,truncated,2A,16,9.741
s41029,1,609,no warning,control,2A,17,10.288
s41029,1,609,no warning,truncated,2A,18,10.091
s41029,1,609,no warning,control,2A,19,10.23
s41029,1,609,no warning,truncated,2A,20,18.123
s41029,1,609,no warning,control,2A,21,10.606
s41029,1,609,no warning,truncated,2A,22,8.961
s41029,1,609,no warning,control,2A,23,12.587
s41029,1,609,no warning,truncated,2A,24,8.096
s41029,1,609,no warning,control,2A,25,10.036
s41029,1,609,no warning,truncated,2A,26,9.414
s41029,1,609,no warning,control,2A,27,35.107
s41029,1,609,no warning,truncated,2A,28,6.284
s41029,1,609,no warning,control,2A,29,8.072
s41029,1,609,no warning,truncated,2A,30,12.778
s41029,1,609,no warning,control,2A,31,13.076
s41029,1,609,no warning,truncated,2A,32,12.554
s41029,1,609,no warning,control,2A,33,16.505
s41029,1,609,no warning,truncated,2A,34,8.321
s41029,1,609,no warning,control,2A,35,9.49
s41029,1,609,no warning,truncated,2A,36,11.66
s41029,1,609,no warning,control,2A,37,9.283
s41029,1,609,no warning,truncated,2A,38,7.874
s41029,1,609,no warning,control,2A,39,10.667
s41029,1,609,no warning,truncated,2A,40,11.919
s41029,2,763,no warning,control,1A,1,11.658
s41029,2,763,no warning,truncated,1A,2,13.065
s41029,2,763,no warning,control,1A,3,7.738
s41029,2,763,no warning,truncated,1A,4,10.879
s41029,2,763,no warning,control,1A,5,12.691
s41029,2,763,no warning,truncated,1A,6,12.943
s41029,2,763,no warning,control,1A,7,9.503
s41029,2,763,no warning,truncated,1A,8,7.699
s41029,2,763,no warning,control,1A,9,9.226
s41029,2,763,no warning,truncated,1A,10,10.438
s41029,2,763,no warning,control,1A,11,14.647
s41029,2,763,no warning,truncated,1A,12,14.816
s41029,2,763,no warning,control,1A,13,27.554
s41029,2,763,no warning,truncated,1A,14,16.328
s41029,2,763,no warning,control,1A,15,7.695
s41029,2,763,no warning,truncated,1A,16,14.08
s41029,2,763,no warning,control,1A,17,14.435
s41029,2,763,no warning,truncated,1A,18,10.319
s41029,2,763,no warning,control,1A,19,13.342
s41029,2,763,no warning,truncated,1A,20,19.204
s41029,2,763,no warning,control,1A,21,10.449
s41029,2,763,no warning,truncated,1A,22,11.693
s41029,2,763,no warning,control,1A,23,34.743
s41029,2,763,no warning,truncated,1A,24,16.617
s41029,2,763,no warning,control,1A,25,13.857
s41029,2,763,no warning,truncated,1A,26,8.58
s41029,2,763,no warning,control,1A,27,11.805
s41029,2,763,no warning,truncated,1A,28,11.332
s41029,2,763,no warning,control,1A,29,8.35
s41029,2,763,no warning,truncated,1A,30,11.527
s41029,2,763,no warning,control,1A,31,10.356
s41029,2,763,no warning,truncated,1A,32,12.509
s41029,2,763,no warning,control,1A,33,8.24
s41029,2,763,no warning,truncated,1A,34,9.933
s41029,2,763,no warning,control,1A,35,16.588
s41029,2,763,no warning,truncated,1A,36,8.305
s41029,2,763,no warning,control,1A,37,17.982
s41029,2,763,no warning,truncated,1A,38,18.818
s41029,2,763,no warning,control,1A,39,13.099
s41029,2,763,no warning,truncated,1A,40,13.122
s41030,1,324,warning,truncated,2B,1,3.413
s41030,1,324,warning,control,2B,2,2.823
s41030,1,324,warning,truncated,2B,3,4.943
s41030,1,324,warning,control,2B,4,3.38
s41030,1,324,warning,truncated,2B,5,3.529
s41030,1,324,warning,control,2B,6,2.884
s41030,1,324,warning,truncated,2B,7,2.884
s41030,1,324,warning,control,2B,8,3.297
s41030,1,324,warning,truncated,2B,9,3.161
s41030,1,324,warning,control,2B,10,3.526
s41030,1,324,warning,truncated,2B,11,4.559
s41030,1,324,warning,control,2B,12,4.893
s41030,1,324,warning,truncated,2B,13,3.272
s41030,1,324,warning,control,2B,14,4.825
s41030,1,324,warning,truncated,2B,15,3.97
s41030,1,324,warning,control,2B,16,6.083
s41030,1,324,warning,truncated,2B,17,3.524
s41030,1,324,warning,control,2B,18,3.762
s41030,1,324,warning,truncated,2B,19,3.4
s41030,1,324,warning,control,2B,20,3.088
s41030,1,324,warning,truncated,2B,21,3.544
s41030,1,324,warning,control,2B,22,3.161
s41030,1,324,warning,truncated,2B,23,3.123
s41030,1,324,warning,control,2B,24,5.28
s41030,1,324,warning,truncated,2B,25,4.657
s41030,1,324,warning,control,2B,26,3.477
s41030,1,324,warning,truncated,2B,27,4.152
s41030,1,324,warning,control,2B,28,3.752
s41030,1,324,warning,truncated,2B,29,11.617
s41030,1,324,warning,control,2B,30,3.601
s41030,1,324,warning,truncated,2B,31,3.179
s41030,1,324,warning,control,2B,32,3.066
s41030,1,324,warning,truncated,2B,33,3.159
s41030,1,324,warning,control,2B,34,5.543
s41030,1,324,warning,truncated,2B,35,3.497
s41030,1,324,warning,control,2B,36,3.298
s41030,1,324,warning,truncated,2B,37,3.918
