participantid,subject_condition,graph_condition,group,session,question,rating,check,order
s41008,no warning,truncated,2A,1,6,5,NA,24
s41008,no warning,control,2A,1,7,4,NA,3
s41008,no warning,truncated,2A,1,8,6,NA,5
s41008,no warning,control,2A,1,9,3,NA,27
s41008,no warning,truncated,2A,1,10,7,NA,19
s41008,no warning,control,2A,1,11,7,NA,14
s41008,no warning,truncated,2A,1,12,4,NA,6
s41008,no warning,control,2A,1,13,5,NA,7
s41008,no warning,truncated,2A,1,14,7,NA,40
s41008,no warning,control,2A,1,15,2,NA,22
s41008,no warning,truncated,2A,1,16,3,NA,10
s41008,no warning,control,2A,1,17,3,NA,4
s41008,no warning,truncated,2A,1,18,6,NA,34
s41008,no warning,control,2A,1,19,4,NA,15
s41008,no warning,truncated,2A,1,20,7,NA,16
s41008,no warning,control,2A,1,21,2,NA,17
s41008,no warning,truncated,2A,1,22,7,NA,2
s41008,no warning,control,2A,1,23,1,NA,18
s41008,no warning,truncated,2A,1,24,3,NA,39
s41008,no warning,control,2A,1,25,4,NA,11
s41008,no warning,truncated,2A,1,26,7,NA,37
s41008,no warning,control,2A,1,27,2,NA,23
s41008,no warning,truncated,2A,1,28,3,NA,25
s41008,no warning,control,2A,1,29,6,NA,8
s41008,no warning,truncated,2A,1,30,6,NA,13
s41008,no warning,control,2A,1,31,3,NA,32
s41008,no warning,truncated,2A,1,32,3,NA,35
s41008,no warning,control,2A,1,33,5,NA,12
s41008,no warning,truncated,2A,1,34,5,NA,29
s41008,no warning,control,2A,1,35,3,NA,30
s41008,no warning,truncated,2A,1,36,7,NA,9
s41008,no warning,control,2A,1,37,3,NA,36
s41008,no warning,truncated,2A,1,38,3,NA,38
s41008,no warning,control,2A,1,39,2,NA,28
s41008,no warning,truncated,2A,1,40,7,NA,21
s41008,no warning,truncated,1B,2,1,4,NA,5
s41008,no warning,control,1B,2,2,3,NA,7
s41008,no warning,truncated,1B,2,3,3,NA,13
s41008,no warning,control,1B,2,4,5,NA,28
s41008,no warning,truncated,1B,2,5,6,NA,12
s41008,no warning,control,1B,2,6,3,NA,31
s41008,no warning,truncated,1B,2,7,7,NA,40
s41008,no warning,control,1B,2,8,3,NA,32
s41008,no warning,truncated,1B,2,9,4,NA,14
s41008,no warning,control,1B,2,10,2,NA,39
s41008,no warning,truncated,1B,2,11,3,NA,16
s41008,no warning,control,1B,2,12,4,NA,18
s41008,no warning,truncated,1B,2,13,7,NA,1
s41008,no warning,control,1B,2,14,6,NA,36
s41008,no warning,truncated,1B,2,15,7,NA,38
s41008,no warning,control,1B,2,16,4,NA,3
s41008,no warning,truncated,1B,2,17,3,NA,23
s41008,no warning,control,1B,2,18,2,NA,29
s41008,no warning,truncated,1B,2,19,6,NA,15
s41008,no warning,control,1B,2,20,4,NA,30
s41008,no warning,truncated,1B,2,21,3,NA,2
s41008,no warning,control,1B,2,22,2,NA,22
s41008,no warning,truncated,1B,2,23,7,NA,21
s41008,no warning,control,1B,2,24,2,NA,4
s41008,no warning,truncated,1B,2,25,7,NA,34
s41008,no warning,control,1B,2,26,3,NA,24
s41008,no warning,truncated,1B,2,27,3,NA,26
s41008,no warning,control,1B,2,28,3,NA,8
s41008,no warning,truncated,1B,2,29,7,NA,10
s41008,no warning,control,1B,2,30,3,NA,33
s41008,no warning,truncated,1B,2,31,5,NA,20
s41008,no warning,control,1B,2,32,6,NA,11
s41008,no warning,truncated,1B,2,33,5,NA,6
s41008,no warning,control,1B,2,34,3,NA,37
s41008,no warning,truncated,1B,2,35,7,NA,35
s41008,no warning,control,1B,2,36,2,NA,9
s41008,no warning,truncated,1B,2,37,3,NA,27
s41008,no warning,control,1B,2,38,6,NA,19
s41008,no warning,truncated,1B,2,39,2,NA,25
s41008,no warning,control,1B,2,40,2,NA,17
s41009,warning,control,2A,1,1,3,right,20
s41009,warning,truncated,2A,1,2,7,right,4
s41009,warning,control,2A,1,3,2,right,11
s41009,warning,truncated,2A,1,4,6,right,12
s41009,warning,control,2A,1,5,4,right,15
s41009,warning,truncated,2A,1,6,4,right,17
s41009,warning,control,2A,1,7,4,right,9
s41009,warning,truncated,2A,1,8,5,right,7
s41009,warning,control,2A,1,9,2,right,21
s41009,warning,truncated,2A,1,10,3,right,13
s41009,warning,control,2A,1,11,4,right,6
s41009,warning,truncated,2A,1,12,2,right,33
s41009,warning,control,2A,1,13,4,right,14
s41009,warning,truncated,2A,1,14,5,right,36
s41009,warning,control,2A,1,15,1,right,40
s41009,warning,truncated,2A,1,16,3,right,26
s41009,warning,control,2A,1,17,2,right,10
s41009,warning,truncated,2A,1,18,5,right,5
s41009,warning,control,2A,1,19,2,right,39
s41009,warning,truncated,2A,1,20,5,right,34
s41009,warning,control,2A,1,21,2,right,30
s41009,warning,truncated,2A,1,22,5,right,29
s41009,warning,control,2A,1,23,1,right,19
s41009,warning,truncated,2A,1,24,3,right,38
s41009,warning,control,2A,1,25,4,right,16
s41009,warning,truncated,2A,1,26,6,right,28
s41009,warning,control,2A,1,27,1,right,3
s41009,warning,truncated,2A,1,28,3,right,32
s41009,warning,control,2A,1,29,4,right,37
s41009,warning,truncated,2A,1,30,5,right,18
s41009,warning,control,2A,1,31,3,right,22
s41009,warning,truncated,2A,1,32,3,right,1
s41009,warning,control,2A,1,33,3,right,31
s41009,warning,truncated,2A,1,34,5,right,8
s41009,warning,control,2A,1,35,3,right,23
s41009,warning,truncated,2A,1,36,4,right,35
s41009,warning,control,2A,1,37,2,right,24
s41009,warning,truncated,2A,1,38,3,right,25
s41009,warning,control,2A,1,39,2,right,2
s41009,warning,truncated,2A,1,40,5,right,27
s41009,warning,truncated,1B,2,1,3,right,14
s41009,warning,control,1B,2,2,3,right,13
s41009,warning,truncated,1B,2,3,3,right,2
s41009,warning,control,1B,2,4,4,right,18
s41009,warning,truncated,1B,2,5,4,right,1
s41009,warning,control,1B,2,6,3,right,11
s41009,warning,truncated,1B,2,7,6,right,36
s41009,warning,control,1B,2,8,2,right,9
s41009,warning,truncated,1B,2,9,5,right,17
s41009,warning,control,1B,2,10,1,right,22
s41009,warning,truncated,1B,2,11,4,right,37
s41009,warning,control,1B,2,12,4,right,15
s41009,warning,truncated,1B,2,13,6,right,26
s41009,warning,control,1B,2,14,5,right,5
s41009,warning,truncated,1B,2,15,6,right,21
s41009,warning,control,1B,2,16,3,right,23
s41009,warning,truncated,1B,2,17,2,right,25
s41009,warning,control,1B,2,18,1,right,39
s41009,warning,truncated,1B,2,19,5,right,4
s41009,warning,control,1B,2,20,3,right,30
s41009,warning,truncated,1B,2,21,2,right,35
s41009,warning,control,1B,2,22,2,right,40
s41009,warning,truncated,1B,2,23,7,right,16
s41009,warning,control,1B,2,24,2,right,8
s41009,warning,truncated,1B,2,25,6,right,33
s41009,warning,control,1B,2,26,4,right,12
s41009,warning,truncated,1B,2,27,2,right,29
s41009,warning,control,1B,2,28,4,right,27
s41009,warning,truncated,1B,2,29,7,right,6
s41009,warning,control,1B,2,30,2,right,31
s41009,warning,truncated,1B,2,31,4,right,38
s41009,warning,control,1B,2,32,5,right,10
s41009,warning,truncated,1B,2,33,5,right,34
s41009,warning,control,1B,2,34,2,right,7
s41009,warning,truncated,1B,2,35,5,right,20
s41009,warning,control,1B,2,36,2,right,3
s41009,warning,truncated,1B,2,37,3,right,28
s41009,warning,control,1B,2,38,6,right,19
s41009,warning,truncated,1B,2,39,1,right,32
s41009,warning,control,1B,2,40,2,right,24
s41010,warning,truncated,1B,1,1,4,right,18
s41010,warning,control,1B,1,2,4,right,30
s41010,warning,truncated,1B,1,3,2,right,21
s41010,warning,control,1B,1,4,4,right,36
s41010,warning,truncated,1B,1,5,6,right,10
s41010,warning,control,1B,1,6,3,right,37
s41010,warning,truncated,1B,1,7,5,right,32
s41010,warning,control,1B,1,8,2,right,7
s41010,warning,truncated,1B,1,9,2,right,2
s41010,warning,control,1B,1,10,2,right,17
s41010,warning,truncated,1B,1,11,3,right,29
s41010,warning,control,1B,1,12,6,right,20
s41010,warning,truncated,1B,1,13,6,right,15
s41010,warning,control,1B,1,14,6,right,9
s41010,warning,truncated,1B,1,15,6,right,28
s41010,warning,control,1B,1,16,4,right,26
s41010,warning,truncated,1B,1,17,2,right,12
s41010,warning,control,1B,1,18,2,right,1
s41010,warning,truncated,1B,1,19,6,right,3
s41010,warning,control,1B,1,20,5,right,25
s41010,warning,truncated,1B,1,21,2,right,38
s41010,warning,control,1B,1,22,2,right,16
s41010,warning,truncated,1B,1,23,7,right,19
s41010,warning,control,1B,1,24,2,right,23
s41010,warning,truncated,1B,1,25,5,right,39
s41010,warning,control,1B,1,26,4,right,27
s41010,warning,truncated,1B,1,27,2,right,6
s41010,warning,control,1B,1,28,4,right,14
s41010,warning,truncated,1B,1,29,6,right,8
s41010,warning,control,1B,1,30,2,right,13
s41010,warning,truncated,1B,1,31,6,right,35
s41010,warning,control,1B,1,32,6,right,31
s41010,warning,truncated,1B,1,33,5,right,33
s41010,warning,control,1B,1,34,2,right,11
s41010,warning,truncated,1B,1,35,5,right,34
s41010,warning,control,1B,1,36,2,right,4
s41010,warning,truncated,1B,1,37,3,right,40
s41010,warning,control,1B,1,38,6,right,5
s41010,warning,truncated,1B,1,39,2,right,24
s41010,warning,control,1B,1,40,2,right,22
s41010,warning,truncated,2B,2,1,6,right,28
s41010,warning,control,2B,2,2,6,right,9
s41010,warning,truncated,2B,2,3,4,right,32
s41010,warning,control,2B,2,4,7,right,13
s41010,warning,truncated,2B,2,5,3,right,35
s41010,warning,control,2B,2,6,4,right,22
s41010,warning,truncated,2B,2,7,4,right,2
s41010,warning,control,2B,2,8,4,right,8
s41010,warning,truncated,2B,2,9,2,right,21
s41010,warning,control,2B,2,10,2,right,5
s41010,warning,truncated,2B,2,11,6,right,7
s41010,warning,control,2B,2,12,2,right,36
s41010,warning,truncated,2B,2,13,5,right,14
s41010,warning,control,2B,2,14,4,right,34
s41010,warning,truncated,2B,2,15,2,right,19
s41010,warning,control,2B,2,16,2,right,29
s41010,warning,truncated,2B,2,17,2,right,12
s41010,warning,control,2B,2,18,4,right,30
s41010,warning,truncated,2B,2,19,4,right,40
s41010,warning,control,2B,2,20,5,right,37
s41010,warning,truncated,2B,2,21,2,right,26
s41010,warning,control,2B,2,22,4,right,31
s41010,warning,truncated,2B,2,23,2,right,3
s41010,warning,control,2B,2,24,2,right,11
s41010,warning,truncated,2B,2,25,3,right,18
s41010,warning,control,2B,2,26,6,right,1
s41010,warning,truncated,2B,2,27,2,right,20
s41010,warning,control,2B,2,28,2,right,23
s41010,warning,truncated,2B,2,29,6,right,27
s41010,warning,control,2B,2,30,3,right,38
s41010,warning,truncated,2B,2,31,3,right,25
s41010,warning,control,2B,2,32,2,right,6
s41010,warning,truncated,2B,2,33,6,right,24
s41010,warning,control,2B,2,34,4,right,4
s41010,warning,truncated,2B,2,35,5,right,39
s41010,warning,control,2B,2,36,5,right,17
s41010,warning,truncated,2B,2,37,2,right,10
s41010,warning,control,2B,2,38,2,right,16
s41010,warning,truncated,2B,2,39,2,right,15
s41010,warning,control,2B,2,40,4,right,33
s41011,no warning,control,1A,1,1,4,NA,24
s41011,no warning,truncated,1A,1,2,4,NA,37
s41011,no warning,control,1A,1,3,2,NA,38
s41011,no warning,truncated,1A,1,4,6,NA,8
s41011,no warning,control,1A,1,5,6,NA,10
s41011,no warning,truncated,1A,1,6,5,NA,9
s41011,no warning,control,1A,1,7,3,NA,27
s41011,no warning,truncated,1A,1,8,2,NA,23
s41011,no warning,control,1A,1,9,3,NA,16
s41011,no warning,truncated,1A,1,10,2,NA,19
s41011,no warning,control,1A,1,11,3,NA,30
s41011,no warning,truncated,1A,1,12,3,NA,25
s41011,no warning,control,1A,1,13,4,NA,20
s41011,no warning,truncated,1A,1,14,5,NA,31
s41011,no warning,control,1A,1,15,6,NA,11
s41011,no warning,truncated,1A,1,16,2,NA,21
s41011,no warning,control,1A,1,17,2,NA,12
s41011,no warning,truncated,1A,1,18,2,NA,13
s41011,no warning,control,1A,1,19,6,NA,7
s41011,no warning,truncated,1A,1,20,5,NA,40
s41011,no warning,control,1A,1,21,5,NA,35
s41011,no warning,truncated,1A,1,22,4,NA,6
s41011,no warning,control,1A,1,23,7,NA,15
s41011,no warning,truncated,1A,1,24,2,NA,4
s41011,no warning,control,1A,1,25,4,NA,28
s41011,no warning,truncated,1A,1,26,4,NA,33
s41011,no warning,control,1A,1,27,2,NA,5
s41011,no warning,truncated,1A,1,28,3,NA,14
s41011,no warning,control,1A,1,29,5,NA,26
s41011,no warning,truncated,1A,1,30,3,NA,3
s41011,no warning,control,1A,1,31,3,NA,22
s41011,no warning,truncated,1A,1,32,5,NA,17
s41011,no warning,control,1A,1,33,2,NA,36
s41011,no warning,truncated,1A,1,34,3,NA,39
s41011,no warning,control,1A,1,35,2,NA,34
s41011,no warning,truncated,1A,1,36,2,NA,29
s41011,no warning,control,1A,1,37,2,NA,32
s41011,no warning,truncated,1A,1,38,5,NA,18
s41011,no warning,control,1A,1,39,1,NA,2
s41011,no warning,truncated,1A,1,40,2,NA,1
s41011,no warning,truncated,2B,2,1,3,NA,11
s41011,no warning,control,2B,2,2,6,NA,15
s41011,no warning,truncated,2B,2,3,2,NA,9
s41011,no warning,control,2B,2,4,7,NA,35
s41011,no warning,truncated,2B,2,5,3,NA,7
s41011,no warning,control,2B,2,6,3,NA,39
s41011,no warning,truncated,2B,2,7,4,NA,36
s41011,no warning,control,2B,2,8,3,NA,8
s41011,no warning,truncated,2B,2,9,3,NA,32
s41011,no warning,control,2B,2,10,3,NA,34
s41011,no warning,truncated,2B,2,11,4,NA,1
s41011,no warning,control,2B,2,12,2,NA,24
s41011,no warning,truncated,2B,2,13,4,NA,3
s41011,no warning,control,2B,2,14,4,NA,37
s41011,no warning,truncated,2B,2,15,3,NA,6
s41011,no warning,control,2B,2,16,2,NA,29
s41011,no warning,truncated,2B,2,17,2,NA,21
s41011,no warning,control,2B,2,18,3,NA,22
s41011,no warning,truncated,2B,2,19,3,NA,30
s41011,no warning,control,2B,2,20,3,NA,23
s41011,no warning,truncated,2B,2,21,2,NA,14
s41011,no warning,control,2B,2,22,6,NA,33
s41011,no warning,truncated,2B,2,23,2,NA,19
s41011,no warning,control,2B,2,24,2,NA,2
s41011,no warning,truncated,2B,2,25,4,NA,26
s41011,no warning,control,2B,2,26,4,NA,16
s41011,no warning,truncated,2B,2,27,2,NA,13
s41011,no warning,control,2B,2,28,2,NA,18
s41011,no warning,truncated,2B,2,29,5,NA,28
s41011,no warning,control,2B,2,30,2,NA,31
s41011,no warning,truncated,2B,2,31,4,NA,20
s41011,no warning,control,2B,2,32,2,NA,4
s41011,no warning,truncated,2B,2,33,5,NA,5
s41011,no warning,control,2B,2,34,2,NA,40
s41011,no warning,truncated,2B,2,35,3,NA,38
s41011,no warning,control,2B,2,36,2,NA,17
s41011,no warning,truncated,2B,2,37,2,NA,12
s41011,no warning,control,2B,2,38,2,NA,25
s41011,no warning,truncated,2B,2,39,2,NA,27
s41011,no warning,control,2B,2,40,4,NA,10
s41012,warning,control,2A,1,1,2,right,36
s41012,warning,truncated,2A,1,2,4,right,10
s41012,warning,control,2A,1,3,2,right,16
s41012,warning,truncated,2A,1,4,5,right,31
s41012,warning,control,2A,1,5,3,right,34
s41012,warning,truncated,2A,1,6,2,right,39
s41012,warning,control,2A,1,7,2,right,5
s41012,warning,truncated,2A,1,8,2,right,7
s41012,warning,control,2A,1,9,2,right,26
s41012,warning,truncated,2A,1,10,2,right,3
s41012,warning,control,2A,1,11,2,right,24
s41012,warning,truncated,2A,1,12,2,right,33
s41012,warning,control,2A,1,13,4,right,1
s41012,warning,truncated,2A,1,14,3,right,22
s41012,warning,control,2A,1,15,3,right,17
s41012,warning,truncated,2A,1,16,2,right,29
s41012,warning,control,2A,1,17,1,right,30
s41012,warning,truncated,2A,1,18,2,right,28
s41012,warning,control,2A,1,19,2,right,37
s41012,warning,truncated,2A,1,20,3,right,15
s41012,warning,control,2A,1,21,2,right,12
s41012,warning,truncated,2A,1,22,5,right,14
s41012,warning,control,2A,1,23,1,right,9
s41012,warning,truncated,2A,1,24,2,right,21
s41012,warning,control,2A,1,25,4,right,11
s41012,warning,truncated,2A,1,26,5,right,8
s41012,warning,control,2A,1,27,1,right,40
s41012,warning,truncated,2A,1,28,2,right,6
s41012,warning,control,2A,1,29,4,right,38
s41012,warning,truncated,2A,1,30,2,right,20
s41012,warning,control,2A,1,31,2,right,18
s41012,warning,truncated,2A,1,32,2,right,13
s41012,warning,control,2A,1,33,3,right,32
s41012,warning,truncated,2A,1,34,2,right,19
s41012,warning,control,2A,1,35,2,right,27
s41012,warning,truncated,2A,1,36,2,right,23
s41012,warning,control,2A,1,37,2,right,2
s41012,warning,truncated,2A,1,38,2,right,35
s41012,warning,control,2A,1,39,1,right,25
s41012,warning,truncated,2A,1,40,6,right,4
s41012,warning,control,1A,2,1,3,right,26
s41012,warning,truncated,1A,2,2,4,right,25
s41012,warning,control,1A,2,3,2,right,28
s41012,warning,truncated,1A,2,4,4,right,20
s41012,warning,control,1A,2,5,3,right,27
s41012,warning,truncated,1A,2,6,4,right,8
s41012,warning,control,1A,2,7,2,right,34
s41012,warning,truncated,1A,2,8,2,right,7
s41012,warning,control,1A,2,9,3,right,21
s41012,warning,truncated,1A,2,10,2,right,23
s41012,warning,control,1A,2,11,2,right,35
s41012,warning,truncated,1A,2,12,5,right,13
s41012,warning,control,1A,2,13,5,right,5
s41012,warning,truncated,1A,2,14,3,right,18
s41012,warning,control,1A,2,15,4,right,31
s41012,warning,truncated,1A,2,16,4,right,29
s41012,warning,control,1A,2,17,1,right,12
s41012,warning,truncated,1A,2,18,2,right,37
s41012,warning,control,1A,2,19,3,right,40
s41012,warning,truncated,1A,2,20,4,right,36
s41012,warning,control,1A,2,21,2,right,11
s41012,warning,truncated,1A,2,22,2,right,17
s41012,warning,control,1A,2,23,5,right,32
s41012,warning,truncated,1A,2,24,1,right,15
s41012,warning,control,1A,2,25,2,right,9
s41012,warning,truncated,1A,2,26,3,right,10
s41012,warning,control,1A,2,27,1,right,16
s41012,warning,truncated,1A,2,28,3,right,4
s41012,warning,control,1A,2,29,4,right,1
s41012,warning,truncated,1A,2,30,2,right,33
s41012,warning,control,1A,2,31,3,right,3
s41012,warning,truncated,1A,2,32,6,right,39
s41012,warning,control,1A,2,33,2,right,2
s41012,warning,truncated,1A,2,34,2,right,30
s41012,warning,control,1A,2,35,2,right,14
s41012,warning,truncated,1A,2,36,2,right,6
s41012,warning,control,1A,2,37,2,right,38
s41012,warning,truncated,1A,2,38,5,right,24
s41012,warning,control,1A,2,39,1,right,22
s41012,warning,truncated,1A,2,40,2,right,19
s41013,no warning,control,1A,1,1,3,NA,39
s41013,no warning,truncated,1A,1,2,7,NA,36
s41013,no warning,control,1A,1,3,2,NA,33
s41013,no warning,truncated,1A,1,4,6,NA,10
s41013,no warning,control,1A,1,5,6,NA,27
s41013,no warning,truncated,1A,1,6,4,NA,16
s41013,no warning,control,1A,1,7,6,NA,28
s41013,no warning,truncated,1A,1,8,5,NA,30
s41013,no warning,control,1A,1,9,3,NA,15
s41013,no warning,truncated,1A,1,10,2,NA,34
s41013,no warning,control,1A,1,11,3,NA,7
s41013,no warning,truncated,1A,1,12,6,NA,40
s41013,no warning,control,1A,1,13,6,NA,3
s41013,no warning,truncated,1A,1,14,6,NA,19
s41013,no warning,control,1A,1,15,6,NA,21
s41013,no warning,truncated,1A,1,16,7,NA,17
s41013,no warning,control,1A,1,17,1,NA,23
s41013,no warning,truncated,1A,1,18,5,NA,20
s41013,no warning,control,1A,1,19,4,NA,6
s41013,no warning,truncated,1A,1,20,4,NA,9
s41013,no warning,control,1A,1,21,2,NA,11
s41013,no warning,truncated,1A,1,22,2,NA,12
s41013,no warning,control,1A,1,23,7,NA,32
s41013,no warning,truncated,1A,1,24,3,NA,29
s41013,no warning,control,1A,1,25,7,NA,22
s41013,no warning,truncated,1A,1,26,5,NA,1
s41013,no warning,control,1A,1,27,1,NA,24
s41013,no warning,truncated,1A,1,28,4,NA,5
s41013,no warning,control,1A,1,29,7,NA,2
s41013,no warning,truncated,1A,1,30,2,NA,8
s41013,no warning,control,1A,1,31,5,NA,4
s41013,no warning,truncated,1A,1,32,7,NA,26
s41013,no warning,control,1A,1,33,5,NA,37
s41013,no warning,truncated,1A,1,34,6,NA,18
s41013,no warning,control,1A,1,35,6,NA,38
s41013,no warning,truncated,1A,1,36,6,NA,14
s41013,no warning,control,1A,1,37,4,NA,35
s41013,no warning,truncated,1A,1,38,7,NA,13
s41013,no warning,control,1A,1,39,1,NA,31
s41013,no warning,truncated,1A,1,40,6,NA,25
s41013,no warning,truncated,2B,2,1,7,NA,4
s41013,no warning,control,2B,2,2,7,NA,21
s41013,no warning,truncated,2B,2,3,4,NA,7
s41013,no warning,control,2B,2,4,7,NA,13
s41013,no warning,truncated,2B,2,5,3,NA,14
s41013,no warning,control,2B,2,6,4,NA,2
s41013,no warning,truncated,2B,2,7,7,NA,6
s41013,no warning,control,2B,2,8,4,NA,31
s41013,no warning,truncated,2B,2,9,3,NA,28
s41013,no warning,control,2B,2,10,3,NA,33
s41013,no warning,truncated,2B,2,11,6,NA,12
s41013,no warning,control,2B,2,12,1,NA,23
s41013,no warning,truncated,2B,2,13,7,NA,38
s41013,no warning,control,2B,2,14,7,NA,5
s41013,no warning,truncated,2B,2,15,2,NA,16
s41013,no warning,control,2B,2,16,2,NA,17
s41013,no warning,truncated,2B,2,17,3,NA,32
s41013,no warning,control,2B,2,18,5,NA,10
s41013,no warning,truncated,2B,2,19,6,NA,30
s41013,no warning,control,2B,2,20,4,NA,8
s41013,no warning,truncated,2B,2,21,3,NA,36
s41013,no warning,control,2B,2,22,6,NA,22
s41013,no warning,truncated,2B,2,23,3,NA,35
s41013,no warning,control,2B,2,24,3,NA,1
s41013,no warning,truncated,2B,2,25,6,NA,40
s41013,no warning,control,2B,2,26,7,NA,9
s41013,no warning,truncated,2B,2,27,1,NA,34
s41013,no warning,control,2B,2,28,2,NA,29
s41013,no warning,truncated,2B,2,29,7,NA,26
s41013,no warning,control,2B,2,30,4,NA,24
s41013,no warning,truncated,2B,2,31,5,NA,37
s41013,no warning,control,2B,2,32,2,NA,11
s41013,no warning,truncated,2B,2,33,7,NA,25
s41013,no warning,control,2B,2,34,3,NA,39
s41013,no warning,truncated,2B,2,35,6,NA,15
s41013,no warning,control,2B,2,36,3,NA,18
s41013,no warning,truncated,2B,2,37,5,NA,3
s41013,no warning,control,2B,2,38,2,NA,20
s41013,no warning,truncated,2B,2,39,2,NA,19
s41013,no warning,control,2B,2,40,6,NA,27
s41014,no warning,truncated,2B,1,1,6,NA,40
s41014,no warning,control,2B,1,2,7,NA,31
s41014,no warning,truncated,2B,1,3,3,NA,22
s41014,no warning,control,2B,1,4,7,NA,13
s41014,no warning,truncated,2B,1,5,6,NA,33
s41014,no warning,control,2B,1,6,4,NA,8
s41014,no warning,truncated,2B,1,7,4,NA,24
s41014,no warning,control,2B,1,8,2,NA,37
s41014,no warning,truncated,2B,1,9,3,NA,36
s41014,no warning,control,2B,1,10,2,NA,38
s41014,no warning,truncated,2B,1,11,7,NA,15
s41014,no warning,control,2B,1,12,2,NA,1
s41014,no warning,truncated,2B,1,13,7,NA,16
s41014,no warning,control,2B,1,14,6,NA,10
s41014,no warning,truncated,2B,1,15,2,NA,25
s41014,no warning,control,2B,1,16,2,NA,30
