participantID,group,duration,condition,question,time
s11021,A,942,control,3,7.577
s11021,A,942,truncated,4,6.364
s11021,A,942,control,5,10.035
s11021,A,942,truncated,6,22.945
s11021,A,942,control,7,7.881
s11021,A,942,truncated,8,14.371
s11021,A,942,control,9,20.64
s11021,A,942,truncated,10,13.413
s11021,A,942,control,11,11.141
s11021,A,942,truncated,12,10.936
s11021,A,942,control,13,15.563
s11021,A,942,truncated,14,12.285
s11021,A,942,control,15,8.959
s11021,A,942,truncated,16,8.338
s11021,A,942,control,17,8.25
s11021,A,942,truncated,18,12.548
s11021,A,942,control,19,27.814
s11021,A,942,truncated,20,8.056
s11021,A,942,control,21,18.562
s11021,A,942,truncated,22,12.782
s11021,A,942,control,23,21.089
s11021,A,942,truncated,24,13.388
s11021,A,942,control,25,17.95
s11021,A,942,truncated,26,18.709
s11021,A,942,control,27,10.624
s11021,A,942,truncated,28,9.933
s11021,A,942,control,29,12.719
s11021,A,942,truncated,30,24.569
s11021,A,942,control,31,8.592
s11021,A,942,truncated,32,11.251
s11021,A,942,control,33,7.287
s11021,A,942,truncated,34,17.132
s11021,A,942,control,35,7.248
s11021,A,942,truncated,36,17.054
s11021,A,942,control,37,13.177
s11021,A,942,truncated,38,14.379
s11021,A,942,control,39,13.513
s11021,A,942,truncated,40,6.808
s11022,B,5149,truncated,1,5.753
s11022,B,5149,control,2,10.497
s11022,B,5149,truncated,3,2.543
s11022,B,5149,control,4,4.99
s11022,B,5149,truncated,5,6.671
s11022,B,5149,control,6,2.815
s11022,B,5149,truncated,7,11.047
s11022,B,5149,control,8,3.522
s11022,B,5149,truncated,9,4.297
s11022,B,5149,control,10,3.977
s11022,B,5149,truncated,11,11.354
s11022,B,5149,control,12,4.609
s11022,B,5149,truncated,13,5.156
s11022,B,5149,control,14,5.752
s11022,B,5149,truncated,15,4.86
s11022,B,5149,control,16,3.519
s11022,B,5149,truncated,17,8.483
s11022,B,5149,control,18,43.846
s11022,B,5149,truncated,19,5.045
s11022,B,5149,control,20,5
s11022,B,5149,truncated,21,5.275
s11022,B,5149,control,22,4.22
s11022,B,5149,truncated,23,3.045
s11022,B,5149,control,24,6.138
s11022,B,5149,truncated,25,4.624
s11022,B,5149,control,26,3.604
s11022,B,5149,truncated,27,4.047
s11022,B,5149,control,28,3.592
s11022,B,5149,truncated,29,2.854
s11022,B,5149,control,30,4.793
s11022,B,5149,truncated,31,3.776
s11022,B,5149,control,32,2.631
s11022,B,5149,truncated,33,3.548
s11022,B,5149,control,34,6.835
s11022,B,5149,truncated,35,3.987
s11022,B,5149,control,36,4.5
s11022,B,5149,truncated,37,5.361
s11022,B,5149,control,38,16.8
s11022,B,5149,truncated,39,3.135
s11022,B,5149,control,40,4.775
s11023,A,1990,control,1,338.696
s11023,A,1990,truncated,2,8.778
s11023,A,1990,control,3,2.489
s11023,A,1990,truncated,4,4.629
s11023,A,1990,control,5,1.78
s11023,A,1990,truncated,6,5.162
s11023,A,1990,control,7,5.817
s11023,A,1990,truncated,8,3.107
s11023,A,1990,control,9,4.441
s11023,A,1990,truncated,10,3.452
s11023,A,1990,control,11,4.279
s11023,A,1990,truncated,12,439.678
s11023,A,1990,control,13,3.136
s11023,A,1990,truncated,14,3.193
s11023,A,1990,control,15,4.748
s11023,A,1990,truncated,16,67.884
s11023,A,1990,control,17,4.915
s11023,A,1990,truncated,18,1.471
s11023,A,1990,control,19,13.787
s11023,A,1990,truncated,20,3.629
s11023,A,1990,control,21,6.318
s11023,A,1990,truncated,22,9.897
s11023,A,1990,control,23,37.722
s11023,A,1990,truncated,24,5.585
s11023,A,1990,control,25,3.566
s11023,A,1990,truncated,26,3.615
s11023,A,1990,control,27,18.848
s11023,A,1990,truncated,28,3.809
s11023,A,1990,control,29,5.234
s11023,A,1990,truncated,30,10.92
s11023,A,1990,control,31,35.837
s11023,A,1990,truncated,32,3.089
s11023,A,1990,control,33,54.855
s11023,A,1990,truncated,34,4.622
s11023,A,1990,control,35,2.356
s11023,A,1990,truncated,36,3.423
s11023,A,1990,control,37,493.994
s11023,A,1990,truncated,38,11.844
s11023,A,1990,control,39,2.352
s11023,A,1990,truncated,40,3.366
s11024,A,2133,control,1,75.142
s11024,A,2133,truncated,2,24.369
s11024,A,2133,control,3,7.466
s11024,A,2133,truncated,4,9.606
s11024,A,2133,control,5,14.392
s11024,A,2133,truncated,6,86.346
s11024,A,2133,control,7,17.385
s11024,A,2133,truncated,8,9.152
s11024,A,2133,control,9,15.093
s11024,A,2133,truncated,10,288.062
s11024,A,2133,control,11,54.23
s11024,A,2133,truncated,12,29.412
s11024,A,2133,control,13,6.638
s11024,A,2133,truncated,14,25.169
s11024,A,2133,control,15,15.644
s11024,A,2133,truncated,16,12.103
s11024,A,2133,control,17,7.268
s11024,A,2133,truncated,18,104.825
s11024,A,2133,control,19,407.771
s11024,A,2133,truncated,20,10.823
s11024,A,2133,control,21,10.333
s11024,A,2133,truncated,22,25.179
s11024,A,2133,control,23,91.153
s11024,A,2133,truncated,24,17.805
s11024,A,2133,control,25,7.75
s11024,A,2133,truncated,26,8.963
s11024,A,2133,control,27,21.564
s11024,A,2133,truncated,28,53.002
s11024,A,2133,control,29,8.555
s11024,A,2133,truncated,30,12.643
s11024,A,2133,control,31,40.871
s11024,A,2133,truncated,32,26.683
s11024,A,2133,control,33,6.721
s11024,A,2133,truncated,34,24.81
s11024,A,2133,control,35,27.638
s11024,A,2133,truncated,36,5.446
s11024,A,2133,control,37,223.597
s11024,A,2133,truncated,38,7.199
s11024,A,2133,control,39,6.925
s11024,A,2133,truncated,40,21.916
