participantID,duration,subject_condition,graph_condition,group,question,time
s31029,1333,no warning,truncated,A,14,5.798
s31029,1333,no warning,control,A,15,7.942
s31029,1333,no warning,truncated,A,16,6.557
s31029,1333,no warning,control,A,17,7.393
s31029,1333,no warning,truncated,A,18,10.305
s31029,1333,no warning,control,A,19,8.764
s31029,1333,no warning,truncated,A,20,7.97
s31029,1333,no warning,control,A,21,6.756
s31029,1333,no warning,truncated,A,22,5.259
s31029,1333,no warning,control,A,23,8.151
s31029,1333,no warning,truncated,A,24,8.017
s31029,1333,no warning,control,A,25,8.787
s31029,1333,no warning,truncated,A,26,9.397
s31029,1333,no warning,control,A,27,12.37
s31029,1333,no warning,truncated,A,28,23.415
s31029,1333,no warning,control,A,29,7.067
s31029,1333,no warning,truncated,A,30,13.746
s31029,1333,no warning,control,A,31,7.822
s31029,1333,no warning,truncated,A,32,5.162
s31029,1333,no warning,control,A,33,6.832
s31029,1333,no warning,truncated,A,34,11.343
s31029,1333,no warning,control,A,35,37.329
s31029,1333,no warning,truncated,A,36,5.679
s31029,1333,no warning,control,A,37,9.655
s31029,1333,no warning,truncated,A,38,11.838
s31029,1333,no warning,control,A,39,5.681
s31029,1333,no warning,truncated,A,40,9.476
s31030,1776,warning,NA,A,instructions,32.832
s31030,1776,warning,control,A,1,13.96
s31030,1776,warning,truncated,A,2,15.095
s31030,1776,warning,control,A,3,7.201
s31030,1776,warning,truncated,A,4,15.268
s31030,1776,warning,control,A,5,21.898
s31030,1776,warning,truncated,A,6,16.067
s31030,1776,warning,control,A,7,11.152
s31030,1776,warning,truncated,A,8,19.305
s31030,1776,warning,control,A,9,10.612
s31030,1776,warning,truncated,A,10,13.888
s31030,1776,warning,control,A,11,14.629
s31030,1776,warning,truncated,A,12,15.289
s31030,1776,warning,control,A,13,15.949
s31030,1776,warning,truncated,A,14,12.246
s31030,1776,warning,control,A,15,10.799
s31030,1776,warning,truncated,A,16,10.638
s31030,1776,warning,control,A,17,9.42
s31030,1776,warning,truncated,A,18,11.774
s31030,1776,warning,control,A,19,26.682
s31030,1776,warning,truncated,A,20,18.436
s31030,1776,warning,control,A,21,13.09
s31030,1776,warning,truncated,A,22,12.896
s31030,1776,warning,control,A,23,13.237
s31030,1776,warning,truncated,A,24,9.541
s31030,1776,warning,control,A,25,8.94
s31030,1776,warning,truncated,A,26,15.969
s31030,1776,warning,control,A,27,12.925
s31030,1776,warning,truncated,A,28,11.393
s31030,1776,warning,control,A,29,10.767
s31030,1776,warning,truncated,A,30,11.69
s31030,1776,warning,control,A,31,10.254
s31030,1776,warning,truncated,A,32,5.467
s31030,1776,warning,control,A,33,9.539
s31030,1776,warning,truncated,A,34,11.907
s31030,1776,warning,control,A,35,15.336
s31030,1776,warning,truncated,A,36,11.7
s31030,1776,warning,control,A,37,21.06
s31030,1776,warning,truncated,A,38,11.039
s31030,1776,warning,control,A,39,7.245
s31030,1776,warning,truncated,A,40,12.385
s31031,1408,warning,NA,B,instructions,25.889
s31031,1408,warning,truncated,B,1,9.267
s31031,1408,warning,control,B,2,14.772
s31031,1408,warning,truncated,B,3,11.776
s31031,1408,warning,control,B,4,11.603
s31031,1408,warning,truncated,B,5,10.462
s31031,1408,warning,control,B,6,37.848
s31031,1408,warning,truncated,B,7,15.456
s31031,1408,warning,control,B,8,9.712
s31031,1408,warning,truncated,B,9,15.356
s31031,1408,warning,control,B,10,10.175
s31031,1408,warning,truncated,B,11,10.925
s31031,1408,warning,control,B,12,13.143
s31031,1408,warning,truncated,B,13,10.079
s31031,1408,warning,control,B,14,11.629
s31031,1408,warning,truncated,B,15,14.994
s31031,1408,warning,control,B,16,15.494
s31031,1408,warning,truncated,B,17,12.062
s31031,1408,warning,control,B,18,11.336
s31031,1408,warning,truncated,B,19,13.013
s31031,1408,warning,control,B,20,12.442
s31031,1408,warning,truncated,B,21,13.923
s31031,1408,warning,control,B,22,14.204
s31031,1408,warning,truncated,B,23,143.136
s31031,1408,warning,control,B,24,14.548
s31031,1408,warning,truncated,B,25,11.853
s31031,1408,warning,control,B,26,12.909
s31031,1408,warning,truncated,B,27,12.458
s31031,1408,warning,control,B,28,9.913
s31031,1408,warning,truncated,B,29,13.457
s31031,1408,warning,control,B,30,14.106
s31031,1408,warning,truncated,B,31,11.613
s31031,1408,warning,control,B,32,21.392
s31031,1408,warning,truncated,B,33,8.889
s31031,1408,warning,control,B,34,14.278
s31031,1408,warning,truncated,B,35,12.909
s31031,1408,warning,control,B,36,15.779
s31031,1408,warning,truncated,B,37,14.892
s31031,1408,warning,control,B,38,19.057
s31031,1408,warning,truncated,B,39,11.492
s31031,1408,warning,control,B,40,13.288
s31032,472,warning,NA,B,instructions,16.896
s31032,472,warning,truncated,B,1,6.206
s31032,472,warning,control,B,2,8.241
s31032,472,warning,truncated,B,3,13.27
s31032,472,warning,control,B,4,4.383
s31032,472,warning,truncated,B,5,6.816
s31032,472,warning,control,B,6,6.684
s31032,472,warning,truncated,B,7,9.013
s31032,472,warning,control,B,8,8.248
s31032,472,warning,truncated,B,9,4.921
s31032,472,warning,control,B,10,6.494
s31032,472,warning,truncated,B,11,6.553
s31032,472,warning,control,B,12,9.573
s31032,472,warning,truncated,B,13,8.515
s31032,472,warning,control,B,14,6.806
s31032,472,warning,truncated,B,15,5.293
s31032,472,warning,control,B,16,6.618
s31032,472,warning,truncated,B,17,5.247
s31032,472,warning,control,B,18,9.22
s31032,472,warning,truncated,B,19,12.157
s31032,472,warning,control,B,20,6.154
s31032,472,warning,truncated,B,21,14.426
s31032,472,warning,control,B,22,5.05
s31032,472,warning,truncated,B,23,5.539
s31032,472,warning,control,B,24,11.743
s31032,472,warning,truncated,B,25,6.704
s31032,472,warning,control,B,26,6.644
s31032,472,warning,truncated,B,27,6.895
s31032,472,warning,control,B,28,6.44
s31032,472,warning,truncated,B,29,6.643
s31032,472,warning,control,B,30,8.459
s31032,472,warning,truncated,B,31,11.456
s31032,472,warning,control,B,32,4.841
s31032,472,warning,truncated,B,33,6.114
s31032,472,warning,control,B,34,7.853
s31032,472,warning,truncated,B,35,6.426
s31032,472,warning,control,B,36,5.641
s31032,472,warning,truncated,B,37,7.545
s31032,472,warning,control,B,38,8.79
s31032,472,warning,truncated,B,39,12.806
s31032,472,warning,control,B,40,4.827
s31033,1652,warning,NA,B,instructions,994.707
s31033,1652,warning,truncated,B,1,9.454
s31033,1652,warning,control,B,2,15.205
s31033,1652,warning,truncated,B,3,8.952
s31033,1652,warning,control,B,4,9.597
s31033,1652,warning,truncated,B,5,12.653
s31033,1652,warning,control,B,6,8.638
s31033,1652,warning,truncated,B,7,8.974
s31033,1652,warning,control,B,8,9.102
s31033,1652,warning,truncated,B,9,10.661
s31033,1652,warning,control,B,10,10.191
s31033,1652,warning,truncated,B,11,9.82
s31033,1652,warning,control,B,12,25.945
s31033,1652,warning,truncated,B,13,8.841
s31033,1652,warning,control,B,14,14.538
s31033,1652,warning,truncated,B,15,13.022
s31033,1652,warning,control,B,16,9.952
s31033,1652,warning,truncated,B,17,8.494
s31033,1652,warning,control,B,18,10.827
s31033,1652,warning,truncated,B,19,11.301
s31033,1652,warning,control,B,20,10.475
s31033,1652,warning,truncated,B,21,9.932
s31033,1652,warning,control,B,22,11.061
s31033,1652,warning,truncated,B,23,11.962
s31033,1652,warning,control,B,24,22.904
s31033,1652,warning,truncated,B,25,8.072
s31033,1652,warning,control,B,26,12.195
s31033,1652,warning,truncated,B,27,14.18
s31033,1652,warning,control,B,28,13.847
s31033,1652,warning,truncated,B,29,12.652
s31033,1652,warning,control,B,30,12.712
s31033,1652,warning,truncated,B,31,12.878
s31033,1652,warning,control,B,32,8.289
s31033,1652,warning,truncated,B,33,10.803
s31033,1652,warning,control,B,34,13.02
s31033,1652,warning,truncated,B,35,11.161
s31033,1652,warning,control,B,36,8.316
s31033,1652,warning,truncated,B,37,10.06
s31033,1652,warning,control,B,38,15.819
s31033,1652,warning,truncated,B,39,12.298
s31033,1652,warning,control,B,40,10.504
s31034,639,no warning,NA,A,instructions,14.832
s31034,639,no warning,control,A,1,9.205
s31034,639,no warning,truncated,A,2,3.164
s31034,639,no warning,control,A,3,1.726
s31034,639,no warning,truncated,A,4,2.338
s31034,639,no warning,control,A,5,9.732
s31034,639,no warning,truncated,A,6,15.803
s31034,639,no warning,control,A,7,38.048
s31034,639,no warning,truncated,A,8,3.766
s31034,639,no warning,control,A,9,1.341
s31034,639,no warning,truncated,A,10,1.048
s31034,639,no warning,control,A,11,2.946
s31034,639,no warning,truncated,A,12,15.711
s31034,639,no warning,control,A,13,9.754
s31034,639,no warning,truncated,A,14,2.427
s31034,639,no warning,control,A,15,7.643
s31034,639,no warning,truncated,A,16,3.98
s31034,639,no warning,control,A,17,8.49
s31034,639,no warning,truncated,A,18,2.224
s31034,639,no warning,control,A,19,1.337
s31034,639,no warning,truncated,A,20,5.555
s31034,639,no warning,control,A,21,2.478
s31034,639,no warning,truncated,A,22,1.991
s31034,639,no warning,control,A,23,12.806
s31034,639,no warning,truncated,A,24,3.277
s31034,639,no warning,control,A,25,14.232
s31034,639,no warning,truncated,A,26,2.945
s31034,639,no warning,control,A,27,1.24
s31034,639,no warning,truncated,A,28,15.983
s31034,639,no warning,control,A,29,12.598
s31034,639,no warning,truncated,A,30,2.296
s31034,639,no warning,control,A,31,17.996
s31034,639,no warning,truncated,A,32,2.716
s31034,639,no warning,control,A,33,6.059
s31034,639,no warning,truncated,A,34,2.571
s31034,639,no warning,control,A,35,1.756
s31034,639,no warning,truncated,A,36,2.808
s31034,639,no warning,control,A,37,5.601
s31034,639,no warning,truncated,A,38,6.605
s31034,639,no warning,control,A,39,19.732
s31034,639,no warning,truncated,A,40,1.925
s31035,1639,no warning,NA,A,instructions,6.533
s31035,1639,no warning,control,A,1,12.425
s31035,1639,no warning,truncated,A,2,10.88
s31035,1639,no warning,control,A,3,5.299
s31035,1639,no warning,truncated,A,4,8.021
s31035,1639,no warning,control,A,5,14.863
s31035,1639,no warning,truncated,A,6,12.679
s31035,1639,no warning,control,A,7,10.879
s31035,1639,no warning,truncated,A,8,10.333
s31035,1639,no warning,control,A,9,9.189
s31035,1639,no warning,truncated,A,10,9.301
s31035,1639,no warning,control,A,11,6.485
s31035,1639,no warning,truncated,A,12,7.918
s31035,1639,no warning,control,A,13,8.799
s31035,1639,no warning,truncated,A,14,14.554
s31035,1639,no warning,control,A,15,10.745
s31035,1639,no warning,truncated,A,16,6.75
s31035,1639,no warning,control,A,17,13.205
s31035,1639,no warning,truncated,A,18,10.701
s31035,1639,no warning,control,A,19,10.046
s31035,1639,no warning,truncated,A,20,9.29
s31035,1639,no warning,control,A,21,12.694
s31035,1639,no warning,truncated,A,22,8.867
s31035,1639,no warning,control,A,23,9.913
s31035,1639,no warning,truncated,A,24,8.102
s31035,1639,no warning,control,A,25,13.381
s31035,1639,no warning,truncated,A,26,8.284
s31035,1639,no warning,control,A,27,6.79
s31035,1639,no warning,truncated,A,28,10.095
s31035,1639,no warning,control,A,29,5.94
s31035,1639,no warning,truncated,A,30,20.108
s31035,1639,no warning,control,A,31,6.868
s31035,1639,no warning,truncated,A,32,5.689
s31035,1639,no warning,control,A,33,6.829
s31035,1639,no warning,truncated,A,34,10.908
s31035,1639,no warning,control,A,35,11.071
s31035,1639,no warning,truncated,A,36,11.187
s31035,1639,no warning,control,A,37,17.606
s31035,1639,no warning,truncated,A,38,12.846
s31035,1639,no warning,control,A,39,11.095
s31035,1639,no warning,truncated,A,40,31.826
s31036,1608,warning,NA,A,instructions,7.597
s31036,1608,warning,control,A,1,1.564
s31036,1608,warning,truncated,A,2,4.058
s31036,1608,warning,control,A,3,4.356
s31036,1608,warning,truncated,A,4,8.276
s31036,1608,warning,control,A,5,4.354
s31036,1608,warning,truncated,A,6,3.212
s31036,1608,warning,control,A,7,2.793
s31036,1608,warning,truncated,A,8,33.234
s31036,1608,warning,control,A,9,3.335
s31036,1608,warning,truncated,A,10,8.284
s31036,1608,warning,control,A,11,5.232
s31036,1608,warning,truncated,A,12,10.628
s31036,1608,warning,control,A,13,3.856
s31036,1608,warning,truncated,A,14,11.936
s31036,1608,warning,control,A,15,11.908
s31036,1608,warning,truncated,A,16,11.949
s31036,1608,warning,control,A,17,17.119
s31036,1608,warning,truncated,A,18,2.671
s31036,1608,warning,control,A,19,2.606
s31036,1608,warning,truncated,A,20,1178.68
s31036,1608,warning,control,A,21,10.355
s31036,1608,warning,truncated,A,22,1.906
s31036,1608,warning,control,A,23,11.586
s31036,1608,warning,truncated,A,24,8.812
s31036,1608,warning,control,A,25,6.369
s31036,1608,warning,truncated,A,26,4.001
s31036,1608,warning,control,A,27,2.663
s31036,1608,warning,truncated,A,28,2.652
s31036,1608,warning,control,A,29,12.018
s31036,1608,warning,truncated,A,30,16.612
s31036,1608,warning,control,A,31,6.735
s31036,1608,warning,truncated,A,32,8.48
s31036,1608,warning,control,A,33,6.947
s31036,1608,warning,truncated,A,34,19.037
s31036,1608,warning,control,A,35,3.656
s31036,1608,warning,truncated,A,36,4.342
s31036,1608,warning,control,A,37,8.66
s31036,1608,warning,truncated,A,38,8.921
s31036,1608,warning,control,A,39,3.963
s31036,1608,warning,truncated,A,40,4.873
s31037,1863,warning,NA,A,instructions,69.856
s31037,1863,warning,control,A,1,15.89
s31037,1863,warning,truncated,A,2,25.671
s31037,1863,warning,control,A,3,13.059
s31037,1863,warning,truncated,A,4,29.833
s31037,1863,warning,control,A,5,25.683
s31037,1863,warning,truncated,A,6,21.456
s31037,1863,warning,control,A,7,13.01
s31037,1863,warning,truncated,A,8,34.213
s31037,1863,warning,control,A,9,16.92
s31037,1863,warning,truncated,A,10,17.876
s31037,1863,warning,control,A,11,26.853
s31037,1863,warning,truncated,A,12,51.323
s31037,1863,warning,control,A,13,17.401
s31037,1863,warning,truncated,A,14,24.146
s31037,1863,warning,control,A,15,24.486
s31037,1863,warning,truncated,A,16,20.819
s31037,1863,warning,control,A,17,17.86
s31037,1863,warning,truncated,A,18,23.85
s31037,1863,warning,control,A,19,39.941
s31037,1863,warning,truncated,A,20,50.071
s31037,1863,warning,control,A,21,15.054
s31037,1863,warning,truncated,A,22,9.549
s31037,1863,warning,control,A,23,31.293
s31037,1863,warning,truncated,A,24,19.89
s31037,1863,warning,control,A,25,21.385
s31037,1863,warning,truncated,A,26,36.634
s31037,1863,warning,control,A,27,36.222
s31037,1863,warning,truncated,A,28,41.903
s31037,1863,warning,control,A,29,20.907
s31037,1863,warning,truncated,A,30,23.088
s31037,1863,warning,control,A,31,30.787
s31037,1863,warning,truncated,A,32,25.505
s31037,1863,warning,control,A,33,23.236
s31037,1863,warning,truncated,A,34,19.288
s31037,1863,warning,control,A,35,26.049
s31037,1863,warning,truncated,A,36,16.886
s31037,1863,warning,control,A,37,22.343
s31037,1863,warning,truncated,A,38,25.279
s31037,1863,warning,control,A,39,20.461
s31037,1863,warning,truncated,A,40,37.848
s31038,220,warning,NA,B,instructions,25.341
s31038,220,warning,truncated,B,1,3.746
s31038,220,warning,control,B,2,2.749
s31038,220,warning,truncated,B,3,0.785
s31038,220,warning,control,B,4,0.923
s31038,220,warning,truncated,B,5,0.946
s31038,220,warning,control,B,6,1.149
s31038,220,warning,truncated,B,7,0.847
s31038,220,warning,control,B,8,2.365
s31038,220,warning,truncated,B,9,3.778
s31038,220,warning,control,B,10,0.951
s31038,220,warning,truncated,B,11,1.013
s31038,220,warning,control,B,12,0.933
s31038,220,warning,truncated,B,13,1.174
s31038,220,warning,control,B,14,1.142
s31038,220,warning,truncated,B,15,0.85
s31038,220,warning,control,B,16,0.86
s31038,220,warning,truncated,B,17,1.178
s31038,220,warning,control,B,18,1.263
s31038,220,warning,truncated,B,19,1.799
s31038,220,warning,control,B,20,1.087
s31038,220,warning,truncated,B,21,0.765
s31038,220,warning,control,B,22,1.592
s31038,220,warning,truncated,B,23,1.78
s31038,220,warning,control,B,24,2.523
s31038,220,warning,truncated,B,25,0.84
s31038,220,warning,control,B,26,1.813
s31038,220,warning,truncated,B,27,1.138
s31038,220,warning,control,B,28,1.124
s31038,220,warning,truncated,B,29,1.021
s31038,220,warning,control,B,30,0.808
s31038,220,warning,truncated,B,31,1.368
s31038,220,warning,control,B,32,1.491
s31038,220,warning,truncated,B,33,1.183
s31038,220,warning,control,B,34,1.078
s31038,220,warning,truncated,B,35,0.759
s31038,220,warning,control,B,36,1.043
s31038,220,warning,truncated,B,37,1.001
s31038,220,warning,control,B,38,0.757
s31038,220,warning,truncated,B,39,1.419
s31038,220,warning,control,B,40,0.903
s31039,344,warning,NA,A,instructions,35.984
s31039,344,warning,control,A,1,1.862
s31039,344,warning,truncated,A,2,3.428
s31039,344,warning,control,A,3,2.472
s31039,344,warning,truncated,A,4,2.985
s31039,344,warning,control,A,5,4.537
s31039,344,warning,truncated,A,6,3.347
s31039,344,warning,control,A,7,2.249
s31039,344,warning,truncated,A,8,2.549
s31039,344,warning,control,A,9,3.384
s31039,344,warning,truncated,A,10,3.773
s31039,344,warning,control,A,11,2.344
s31039,344,warning,truncated,A,12,2.818
s31039,344,warning,control,A,13,3.219
s31039,344,warning,truncated,A,14,2.311
s31039,344,warning,control,A,15,2.332
s31039,344,warning,truncated,A,16,3.555
s31039,344,warning,control,A,17,2.794
s31039,344,warning,truncated,A,18,8.717
s31039,344,warning,control,A,19,3.473
s31039,344,warning,truncated,A,20,2.96
s31039,344,warning,control,A,21,3.356
s31039,344,warning,truncated,A,22,5.157
s31039,344,warning,control,A,23,3.999
s31039,344,warning,truncated,A,24,3.062
s31039,344,warning,control,A,25,2.722
s31039,344,warning,truncated,A,26,3.281
s31039,344,warning,control,A,27,2.626
s31039,344,warning,truncated,A,28,3.031
s31039,344,warning,control,A,29,3.159
s31039,344,warning,truncated,A,30,3.387
s31039,344,warning,control,A,31,2.591
s31039,344,warning,truncated,A,32,3.2
s31039,344,warning,control,A,33,3.76
s31039,344,warning,truncated,A,34,2.113
s31039,344,warning,control,A,35,2.705
s31039,344,warning,truncated,A,36,4.029
s31039,344,warning,control,A,37,2.406
s31039,344,warning,truncated,A,38,4.265
s31039,344,warning,control,A,39,4.644
s31039,344,warning,truncated,A,40,2.911
s31040,391,warning,NA,A,instructions,66.856
s31040,391,warning,control,A,1,4.631
s31040,391,warning,truncated,A,2,2.816
s31040,391,warning,control,A,3,4.714
s31040,391,warning,truncated,A,4,6.861
s31040,391,warning,control,A,5,2.537
s31040,391,warning,truncated,A,6,7.339
s31040,391,warning,control,A,7,5.802
s31040,391,warning,truncated,A,8,3.2
s31040,391,warning,control,A,9,4.577
s31040,391,warning,truncated,A,10,2.858
s31040,391,warning,control,A,11,2.557
s31040,391,warning,truncated,A,12,3.76
s31040,391,warning,control,A,13,2.651
s31040,391,warning,truncated,A,14,5.496
s31040,391,warning,control,A,15,4.235
s31040,391,warning,truncated,A,16,4.725
s31040,391,warning,control,A,17,2.993
s31040,391,warning,truncated,A,18,3.466
s31040,391,warning,control,A,19,2.933
s31040,391,warning,truncated,A,20,3.872
s31040,391,warning,control,A,21,3.52
s31040,391,warning,truncated,A,22,5.663
s31040,391,warning,control,A,23,2.525
s31040,391,warning,truncated,A,24,8.796
s31040,391,warning,control,A,25,6.099
s31040,391,warning,truncated,A,26,2.016
s31040,391,warning,control,A,27,4.552
s31040,391,warning,truncated,A,28,7.857
s31040,391,warning,control,A,29,6.78
s31040,391,warning,truncated,A,30,3.061
s31040,391,warning,control,A,31,3.881
s31040,391,warning,truncated,A,32,6.598
s31040,391,warning,control,A,33,2.661
s31040,391,warning,truncated,A,34,2.045
s31040,391,warning,control,A,35,2.299
s31040,391,warning,truncated,A,36,3.1
s31040,391,warning,control,A,37,7.799
s31040,391,warning,truncated,A,38,2.775
s31040,391,warning,control,A,39,4.105
s31040,391,warning,truncated,A,40,3.723
s31041,1294,warning,NA,B,instructions,113.474
s31041,1294,warning,truncated,B,1,33.524
s31041,1294,warning,control,B,2,11.418
s31041,1294,warning,truncated,B,3,23.858
s31041,1294,warning,control,B,4,12.681
s31041,1294,warning,truncated,B,5,18.568
s31041,1294,warning,control,B,6,23.889
s31041,1294,warning,truncated,B,7,9.451
s31041,1294,warning,control,B,8,14.809
s31041,1294,warning,truncated,B,9,26.171
s31041,1294,warning,control,B,10,19.366
s31041,1294,warning,truncated,B,11,16.665
s31041,1294,warning,control,B,12,15.407
s31041,1294,warning,truncated,B,13,12.649
s31041,1294,warning,control,B,14,17.859
s31041,1294,warning,truncated,B,15,10.039
s31041,1294,warning,control,B,16,21.297
s31041,1294,warning,truncated,B,17,9.386
s31041,1294,warning,control,B,18,20.593
s31041,1294,warning,truncated,B,19,10.013
s31041,1294,warning,control,B,20,13.45
s31041,1294,warning,truncated,B,21,25.409
s31041,1294,warning,control,B,22,9.105
s31041,1294,warning,truncated,B,23,11.771
s31041,1294,warning,control,B,24,10.317
s31041,1294,warning,truncated,B,25,20.627
s31041,1294,warning,control,B,26,12.003
s31041,1294,warning,truncated,B,27,16.639
s31041,1294,warning,control,B,28,15.217
s31041,1294,warning,truncated,B,29,12.011
s31041,1294,warning,control,B,30,19.875
s31041,1294,warning,truncated,B,31,14.784
s31041,1294,warning,control,B,32,5.933
s31041,1294,warning,truncated,B,33,16.359
s31041,1294,warning,control,B,34,19.538
s31041,1294,warning,truncated,B,35,11.884
s31041,1294,warning,control,B,36,11.373
s31041,1294,warning,truncated,B,37,26.964
s31041,1294,warning,control,B,38,16.187
s31041,1294,warning,truncated,B,39,15.616
s31041,1294,warning,control,B,40,8.687
s31042,2348,warning,NA,A,instructions,36.492
s31042,2348,warning,control,A,1,17.674
s31042,2348,warning,truncated,A,2,33.084
s31042,2348,warning,control,A,3,15.845
s31042,2348,warning,truncated,A,4,11.073
s31042,2348,warning,control,A,5,30.925
s31042,2348,warning,truncated,A,6,11.611
s31042,2348,warning,control,A,7,12.006
s31042,2348,warning,truncated,A,8,9.18
s31042,2348,warning,control,A,9,35.322
s31042,2348,warning,truncated,A,10,9.748
s31042,2348,warning,control,A,11,23.997
s31042,2348,warning,truncated,A,12,14.064
s31042,2348,warning,control,A,13,15.645
s31042,2348,warning,truncated,A,14,17.149
s31042,2348,warning,control,A,15,15.301
s31042,2348,warning,truncated,A,16,12.421
s31042,2348,warning,control,A,17,21.096
s31042,2348,warning,truncated,A,18,10.383
s31042,2348,warning,control,A,19,52.165
s31042,2348,warning,truncated,A,20,29.119
s31042,2348,warning,control,A,21,40.337
s31042,2348,warning,truncated,A,22,13.217
s31042,2348,warning,control,A,23,26.003
s31042,2348,warning,truncated,A,24,15.173
s31042,2348,warning,control,A,25,13.099
s31042,2348,warning,truncated,A,26,12.831
s31042,2348,warning,control,A,27,17.606
s31042,2348,warning,truncated,A,28,11.233
s31042,2348,warning,control,A,29,12.47
s31042,2348,warning,truncated,A,30,21.561
s31042,2348,warning,control,A,31,10.211
s31042,2348,warning,truncated,A,32,19.714
s31042,2348,warning,control,A,33,20.617
s31042,2348,warning,truncated,A,34,11.306
s31042,2348,warning,control,A,35,35.004
s31042,2348,warning,truncated,A,36,12.742
s31042,2348,warning,control,A,37,10.205
s31042,2348,warning,truncated,A,38,18.997
s31042,2348,warning,control,A,39,11.897
s31042,2348,warning,truncated,A,40,15.42
s31043,2250,warning,NA,B,instructions,11.597
s31043,2250,warning,truncated,B,1,6.291
s31043,2250,warning,control,B,2,11.006
s31043,2250,warning,truncated,B,3,4.474
s31043,2250,warning,control,B,4,6.975
s31043,2250,warning,truncated,B,5,81.85
s31043,2250,warning,control,B,6,4.524
s31043,2250,warning,truncated,B,7,5.9
s31043,2250,warning,control,B,8,9.643
s31043,2250,warning,truncated,B,9,7.214
s31043,2250,warning,control,B,10,14.466
s31043,2250,warning,truncated,B,11,6.96
s31043,2250,warning,control,B,12,12.493
s31043,2250,warning,truncated,B,13,6.539
s31043,2250,warning,control,B,14,8.251
s31043,2250,warning,truncated,B,15,9.038
s31043,2250,warning,control,B,16,7.811
s31043,2250,warning,truncated,B,17,8.204
s31043,2250,warning,control,B,18,6.477
s31043,2250,warning,truncated,B,19,8.599
s31043,2250,warning,control,B,20,707.976
s31043,2250,warning,truncated,B,21,6.451
s31043,2250,warning,control,B,22,6.152
s31043,2250,warning,truncated,B,23,7.922
s31043,2250,warning,control,B,24,6.566
s31043,2250,warning,truncated,B,25,9.821
s31043,2250,warning,control,B,26,142.122
s31043,2250,warning,truncated,B,27,6.665
s31043,2250,warning,control,B,28,515.596
s31043,2250,warning,truncated,B,29,5.93
s31043,2250,warning,control,B,30,348.194
s31043,2250,warning,truncated,B,31,34.995
s31043,2250,warning,control,B,32,5.411
s31043,2250,warning,truncated,B,33,56.084
s31043,2250,warning,control,B,34,8.093
s31043,2250,warning,truncated,B,35,13.239
s31043,2250,warning,control,B,36,5.876
s31043,2250,warning,truncated,B,37,5.086
s31043,2250,warning,control,B,38,8.38
s31043,2250,warning,truncated,B,39,6.267
s31043,2250,warning,control,B,40,4.98
s31044,1039,no warning,NA,A,instructions,6.833
s31044,1039,no warning,control,A,1,11.477
s31044,1039,no warning,truncated,A,2,20.803
s31044,1039,no warning,control,A,3,10.631
s31044,1039,no warning,truncated,A,4,18.109
s31044,1039,no warning,control,A,5,19.003
s31044,1039,no warning,truncated,A,6,9.791
s31044,1039,no warning,control,A,7,13.473
s31044,1039,no warning,truncated,A,8,11.543
s31044,1039,no warning,control,A,9,15.795
s31044,1039,no warning,truncated,A,10,29.231
s31044,1039,no warning,control,A,11,17.226
s31044,1039,no warning,truncated,A,12,22.615
s31044,1039,no warning,control,A,13,13.244
s31044,1039,no warning,truncated,A,14,11.96
s31044,1039,no warning,control,A,15,24.15
s31044,1039,no warning,truncated,A,16,18.995
s31044,1039,no warning,control,A,17,16.432
s31044,1039,no warning,truncated,A,18,12.396
s31044,1039,no warning,control,A,19,24.652
s31044,1039,no warning,truncated,A,20,12.249
s31044,1039,no warning,control,A,21,19.077
s31044,1039,no warning,truncated,A,22,17.103
s31044,1039,no warning,control,A,23,9.092
s31044,1039,no warning,truncated,A,24,18.134
s31044,1039,no warning,control,A,25,37.52
s31044,1039,no warning,truncated,A,26,14.964
s31044,1039,no warning,control,A,27,6.652
s31044,1039,no warning,truncated,A,28,7.969
s31044,1039,no warning,control,A,29,16.303
s31044,1039,no warning,truncated,A,30,17.629
s31044,1039,no warning,control,A,31,15.78
s31044,1039,no warning,truncated,A,32,8.467
s31044,1039,no warning,control,A,33,23.122
s31044,1039,no warning,truncated,A,34,17.445
s31044,1039,no warning,control,A,35,13.461
s31044,1039,no warning,truncated,A,36,29.601
s31044,1039,no warning,control,A,37,14.347
s31044,1039,no warning,truncated,A,38,23.99
s31044,1039,no warning,control,A,39,8.132
s31044,1039,no warning,truncated,A,40,13.403
s31045,254,no warning,NA,B,instructions,1.907
s31045,254,no warning,truncated,B,1,1.724
s31045,254,no warning,control,B,2,4.224
s31045,254,no warning,truncated,B,3,1.633
s31045,254,no warning,control,B,4,1.935
s31045,254,no warning,truncated,B,5,1.468
s31045,254,no warning,control,B,6,3.042
s31045,254,no warning,truncated,B,7,4.996
s31045,254,no warning,control,B,8,1.762
s31045,254,no warning,truncated,B,9,3.489
s31045,254,no warning,control,B,10,2.856
s31045,254,no warning,truncated,B,11,2.507
s31045,254,no warning,control,B,12,2.152
s31045,254,no warning,truncated,B,13,1.806
s31045,254,no warning,control,B,14,2.042
s31045,254,no warning,truncated,B,15,2.195
s31045,254,no warning,control,B,16,1.409
s31045,254,no warning,truncated,B,17,2.295
s31045,254,no warning,control,B,18,2.598
s31045,254,no warning,truncated,B,19,2.084
s31045,254,no warning,control,B,20,2.291
s31045,254,no warning,truncated,B,21,1.899
s31045,254,no warning,control,B,22,1.979
s31045,254,no warning,truncated,B,23,1.58
