participantID,duration,subject_condition,graph_condition,group,question,time
s31092,500,warning,truncated,B,33,3.359
s31092,500,warning,control,B,34,11.193
s31092,500,warning,truncated,B,35,5.026
s31092,500,warning,control,B,36,2.781
s31092,500,warning,truncated,B,37,22.42
s31092,500,warning,control,B,38,5.447
s31092,500,warning,truncated,B,39,1.884
s31092,500,warning,control,B,40,3.801
s31093,628,warning,NA,B,instructions,11.76
s31093,628,warning,truncated,B,1,30.591
s31093,628,warning,control,B,2,6.851
s31093,628,warning,truncated,B,3,4.782
s31093,628,warning,control,B,4,7.327
s31093,628,warning,truncated,B,5,14.217
s31093,628,warning,control,B,6,7.846
s31093,628,warning,truncated,B,7,10.377
s31093,628,warning,control,B,8,2.945
s31093,628,warning,truncated,B,9,4.736
s31093,628,warning,control,B,10,8.585
s31093,628,warning,truncated,B,11,3.319
s31093,628,warning,control,B,12,11.465
s31093,628,warning,truncated,B,13,6.202
s31093,628,warning,control,B,14,4.627
s31093,628,warning,truncated,B,15,23.394
s31093,628,warning,control,B,16,4.226
s31093,628,warning,truncated,B,17,14.254
s31093,628,warning,control,B,18,8.236
s31093,628,warning,truncated,B,19,22.503
s31093,628,warning,control,B,20,7.427
s31093,628,warning,truncated,B,21,8.078
s31093,628,warning,control,B,22,6.242
s31093,628,warning,truncated,B,23,3.545
s31093,628,warning,control,B,24,17.532
s31093,628,warning,truncated,B,25,3.281
s31093,628,warning,control,B,26,3.117
s31093,628,warning,truncated,B,27,34.857
s31093,628,warning,control,B,28,4.02
s31093,628,warning,truncated,B,29,5.745
s31093,628,warning,control,B,30,8.35
s31093,628,warning,truncated,B,31,4.71
s31093,628,warning,control,B,32,2.657
s31093,628,warning,truncated,B,33,6.513
s31093,628,warning,control,B,34,17.844
s31093,628,warning,truncated,B,35,57.664
s31093,628,warning,control,B,36,5.045
s31093,628,warning,truncated,B,37,5.223
s31093,628,warning,control,B,38,9.587
s31093,628,warning,truncated,B,39,6.201
s31093,628,warning,control,B,40,9.262
s31094,761,no warning,NA,B,instructions,218.176
s31094,761,no warning,truncated,B,1,4.104
s31094,761,no warning,control,B,2,5.142
s31094,761,no warning,truncated,B,3,3.552
s31094,761,no warning,control,B,4,4.256
s31094,761,no warning,truncated,B,5,9.427
s31094,761,no warning,control,B,6,3.259
s31094,761,no warning,truncated,B,7,3.853
s31094,761,no warning,control,B,8,4.638
s31094,761,no warning,truncated,B,9,3.424
s31094,761,no warning,control,B,10,5.607
s31094,761,no warning,truncated,B,11,3.839
s31094,761,no warning,control,B,12,6.919
s31094,761,no warning,truncated,B,13,8.679
s31094,761,no warning,control,B,14,4.709
s31094,761,no warning,truncated,B,15,3.348
s31094,761,no warning,control,B,16,4.579
s31094,761,no warning,truncated,B,17,5.877
s31094,761,no warning,control,B,18,7.392
s31094,761,no warning,truncated,B,19,6.405
s31094,761,no warning,control,B,20,6.181
s31094,761,no warning,truncated,B,21,39.296
s31094,761,no warning,control,B,22,3.161
s31094,761,no warning,truncated,B,23,3.17
s31094,761,no warning,control,B,24,8.089
s31094,761,no warning,truncated,B,25,3.508
s31094,761,no warning,control,B,26,4.152
s31094,761,no warning,truncated,B,27,3.442
s31094,761,no warning,control,B,28,7.775
s31094,761,no warning,truncated,B,29,5.48
s31094,761,no warning,control,B,30,4.975
s31094,761,no warning,truncated,B,31,12.931
s31094,761,no warning,control,B,32,4.957
s31094,761,no warning,truncated,B,33,6.189
s31094,761,no warning,control,B,34,4.918
s31094,761,no warning,truncated,B,35,4.237
s31094,761,no warning,control,B,36,3.077
s31094,761,no warning,truncated,B,37,7.346
s31094,761,no warning,control,B,38,9.211
s31094,761,no warning,truncated,B,39,4.669
s31094,761,no warning,control,B,40,3.947
s31095,747,no warning,NA,A,instructions,2.952
s31095,747,no warning,control,A,1,4.257
s31095,747,no warning,truncated,A,2,5.873
s31095,747,no warning,control,A,3,4.954
s31095,747,no warning,truncated,A,4,4.807
s31095,747,no warning,control,A,5,6.156
s31095,747,no warning,truncated,A,6,4.951
s31095,747,no warning,control,A,7,4.714
s31095,747,no warning,truncated,A,8,3.724
s31095,747,no warning,control,A,9,3.995
s31095,747,no warning,truncated,A,10,5.317
s31095,747,no warning,control,A,11,3.948
s31095,747,no warning,truncated,A,12,36.091
s31095,747,no warning,control,A,13,4.548
s31095,747,no warning,truncated,A,14,3.861
s31095,747,no warning,control,A,15,199.197
s31095,747,no warning,truncated,A,16,4.031
s31095,747,no warning,control,A,17,4.364
s31095,747,no warning,truncated,A,18,11.961
s31095,747,no warning,control,A,19,10.379
s31095,747,no warning,truncated,A,20,4.423
s31095,747,no warning,control,A,21,6.522
s31095,747,no warning,truncated,A,22,4.835
s31095,747,no warning,control,A,23,222.493
s31095,747,no warning,truncated,A,24,6.127
s31095,747,no warning,control,A,25,4.836
s31095,747,no warning,truncated,A,26,4.605
s31095,747,no warning,control,A,27,6.876
s31095,747,no warning,truncated,A,28,5.203
s31095,747,no warning,control,A,29,5.163
s31095,747,no warning,truncated,A,30,4.196
s31095,747,no warning,control,A,31,5.189
s31095,747,no warning,truncated,A,32,3.873
s31095,747,no warning,control,A,33,5.887
s31095,747,no warning,truncated,A,34,6.448
s31095,747,no warning,control,A,35,4.65
s31095,747,no warning,truncated,A,36,5.977
s31095,747,no warning,control,A,37,4.925
s31095,747,no warning,truncated,A,38,8.43
s31095,747,no warning,control,A,39,6.025
s31095,747,no warning,truncated,A,40,3.562
s31096,718,warning,NA,A,instructions,23.84
s31096,718,warning,control,A,1,10.227
s31096,718,warning,truncated,A,2,10.367
s31096,718,warning,control,A,3,10.61
s31096,718,warning,truncated,A,4,4.756
s31096,718,warning,control,A,5,27.39
s31096,718,warning,truncated,A,6,25.339
s31096,718,warning,control,A,7,9.631
s31096,718,warning,truncated,A,8,12.635
s31096,718,warning,control,A,9,6.039
s31096,718,warning,truncated,A,10,12.497
s31096,718,warning,control,A,11,10.679
s31096,718,warning,truncated,A,12,17.026
